unit,timee,new_tests_orig,new_cases_orig,new_deaths_orig
FRA,2020-05,1024323,22553,4753
FRA,2020-06,70241,17549,1041
FRA,2020-07,1292584,22995,436
FRA,2020-08,3479158,93921,378
FRA,2020-09,4379867,284733,1352
FRA,2020-10,4751629,808503,4870
FRA,2020-11,5025651,908555,16025
FRA,2020-12,13654517,400830,11940
FRA,2021-01,9066355,578334,11442
FRA,2021-02,8514128,559694,10379
FRA,2021-03,12218323,889498,9219
FRA,2021-04,11904299,972643,8878
FRA,2021-05,9248508,399920,5017
FRA,2021-06,7864447,108494,1566
FRA,2021-07,11522060,353218,802
FRA,2021-08,20157902,644401,2865
FRA,2021-09,17406256,271006,2548
FRA,2021-10,12537604,162499,1151
FRA,2021-11,11433903,510048,1487
FRA,2021-12,24406276,2299208,4617
FRA,2022-01,41095762,9188713,7208
FRA,2022-02,15284280,3611430,7445
FRA,2022-03,10344491,2925247,3925
FRA,2022-04,6376966,1550052,1355
FRO,2020-03,4065,0,0
FRO,2020-04,2898,0,0
FRO,2020-05,2714,0,0
FRO,2020-06,4369,0,0
FRO,2020-07,23504,0,0
FRO,2020-08,57729,0,0
FRO,2020-09,34663,0,0
FRO,2020-10,22964,0,0
FRO,2020-11,14825,0,0
FRO,2020-12,26779,0,0
FRO,2021-01,26801,0,0
FRO,2021-02,10053,0,0
FRO,2021-03,10398,0,0
FRO,2021-04,11065,0,0
FRO,2021-05,24365,0,0
FRO,2021-06,31842,0,0
FRO,2021-07,45702,0,0
FRO,2021-08,54368,0,0
FRO,2021-09,22315,0,0
FRO,2021-10,52742,0,0
FRO,2021-11,80166,0,0
FRO,2021-12,81459,0,0
FRO,2022-01,101457,0,0
FRO,2022-02,30602,0,0
FRO,2022-03,0,0,0
FRO,2022-04,0,0,0
GAB,2020-01,0,0,0
GAB,2020-02,0,0,0
GAB,2020-03,269,16,1
GAB,2020-04,363,260,2
GAB,2020-05,13490,2379,14
GAB,2020-06,20652,2739,25
GAB,2020-07,40448,1958,7
GAB,2020-08,41030,1181,4
GAB,2020-09,47012,233,1
GAB,2020-10,71077,202,1
GAB,2020-11,63102,246,5
GAB,2020-12,64436,357,4
GAB,2021-01,70751,1177,4
GAB,2021-02,92154,3816,15
GAB,2021-03,103621,4986,35
GAB,2021-04,96192,3525,21
GAB,2021-05,80492,1354,13
GAB,2021-06,68454,555,7
GAB,2021-07,107686,400,5
GAB,2021-08,103941,504,2
GAB,2021-09,117343,4267,20
GAB,2021-10,119241,5370,53
GAB,2021-11,74516,1817,40
GAB,2021-12,83292,4456,9
GAB,2022-01,58513,5127,13
GAB,2022-02,26430,618,2
GAB,2022-03,23936,41,0
GAB,2022-04,1374,4,0
GBR,2020-01,0,2,0
GBR,2020-02,0,59,0
GBR,2020-03,152979,38727,2457
GBR,2020-04,767505,139977,24293
GBR,2020-05,2520931,78770,10777
GBR,2020-06,2656857,27678,2952
GBR,2020-07,3949332,19576,795
GBR,2020-08,5230736,33287,315
GBR,2020-09,6879501,117771,644
GBR,2020-10,8965952,558941,4412
GBR,2020-11,9332998,618891,11900
GBR,2020-12,11407092,862508,15076
GBR,2021-01,17396055,1331944,32746
GBR,2021-02,16478210,360692,16716
GBR,2021-03,36650310,171156,3872
GBR,2021-04,29344724,77053,820
GBR,2021-05,26591086,73346,270
GBR,2021-06,29258887,314016,359
GBR,2021-07,31893163,1066166,1544
GBR,2021-08,24927138,937907,2911
GBR,2021-09,33574306,1022537,4186
GBR,2021-10,29553561,1256678,4010
GBR,2021-11,29146592,1184910,4358
GBR,2021-12,43959857,2725410,3683
GBR,2022-01,41583565,4420003,7184
GBR,2022-02,20187131,1590220,5654
GBR,2022-03,32665368,2288693,4043
GBR,2022-04,6633828,536346,5027
GEO,2020-01,2,0,0
GEO,2020-02,130,1,0
GEO,2020-03,2111,109,0
GEO,2020-04,13378,429,6
GEO,2020-05,41848,244,6
GEO,2020-06,53855,145,3
GEO,2020-07,120079,240,2
GEO,2020-08,144472,319,2
GEO,2020-09,267569,4705,20
GEO,2020-10,258768,32744,268
GEO,2020-11,295221,96648,960
GEO,2020-12,21253,91836,1238
GEO,2021-01,0,30691,673
GEO,2021-02,0,12647,332
GEO,2021-03,791889,11003,268
GEO,2021-04,335701,28549,332
GEO,2021-05,337206,33653,663
GEO,2021-06,185277,22115,543
GEO,2021-07,0,53456,504
GEO,2021-08,0,130277,1588
GEO,2021-09,0,63201,1538
GEO,2021-10,0,106235,1099
GEO,2021-11,0,126396,2009
GEO,2021-12,0,89098,1746
GEO,2022-01,0,241182,1180
GEO,2022-02,0,429549,1183
GEO,2022-03,0,42792,582
GEO,2022-04,0,3705,34
GHA,2020-01,0,0,0
GHA,2020-02,0,0,0
GHA,2020-03,863,161,5
GHA,2020-04,13748,1913,12
GHA,2020-05,200345,5996,19
GHA,2020-06,79911,9671,76
GHA,2020-07,92469,17760,70
GHA,2020-08,54849,8797,94
GHA,2020-09,37746,2328,25
GHA,2020-10,49450,1429,19
GHA,2020-11,61804,3612,3
GHA,2020-12,55502,3104,12
GHA,2021-01,110873,12239,81
GHA,2021-02,132072,17013,191
GHA,2021-03,96717,6560,136
GHA,2021-04,101068,1979,36
GHA,2021-05,76966,1336,6
GHA,2021-06,87690,2016,11
GHA,2021-07,170843,7105,27
GHA,2021-08,181844,16417,213
GHA,2021-09,148474,8046,120
GHA,2021-10,108241,2595,19
GHA,2021-11,101385,843,34
GHA,2021-12,142292,12066,86
GHA,2022-01,136335,13934,100
GHA,2022-02,63918,2754,47
GHA,2022-03,114447,1297,3
GHA,2022-04,8384,100,0
GIN,2020-01,0,0,0
GIN,2020-02,0,0,0
GIN,2020-03,0,22,0
GIN,2020-04,0,1473,7
GIN,2020-05,10304,2211,16
GIN,2020-06,23433,1685,10
GIN,2020-07,15733,1917,13
GIN,2020-08,31106,2101,13
GIN,2020-09,2928,1243,7
GIN,2020-10,125654,1420,6
GIN,2020-11,43305,1047,4
GIN,2020-12,49126,603,5
GIN,2021-01,19841,824,1
GIN,2021-02,27478,1446,7
GIN,2021-03,55713,3916,36
GIN,2021-04,30043,2307,19
GIN,2021-05,24907,962,17
GIN,2021-06,13111,593,10
GIN,2021-07,28509,1918,49
GIN,2021-08,38541,3813,117
GIN,2021-09,30761,910,42
GIN,2021-10,12377,242,6
GIN,2021-11,4450,117,2
GIN,2021-12,7714,1281,4
GIN,2022-01,19621,4115,28
GIN,2022-02,5482,231,21
GIN,2022-03,48834,62,0
GIN,2022-04,0,0,0
GMB,2020-01,0,0,0
GMB,2020-02,0,0,0
GMB,2020-03,102,4,1
GMB,2020-04,142,7,0
GMB,2020-05,1512,14,0
GMB,2020-06,1191,24,1
GMB,2020-07,2286,449,7
GMB,2020-08,8121,2565,87
GMB,2020-09,4245,616,16
GMB,2020-10,1103,93,7
GMB,2020-11,0,70,4
GMB,2020-12,10397,55,1
GMB,2021-01,5181,293,4
GMB,2021-02,12006,622,22
GMB,2021-03,8956,747,15
GMB,2021-04,11875,439,9
GMB,2021-05,1709,95,5
GMB,2021-06,7079,86,2
GMB,2021-07,10431,1630,31
GMB,2021-08,18576,1989,107
GMB,2021-09,4680,236,19
GMB,2021-10,6951,31,2
GMB,2021-11,6219,24,2
GMB,2021-12,8021,181,1
GMB,2022-01,7814,1672,19
GMB,2022-02,4025,97,3
GMB,2022-03,13064,49,0
GMB,2022-04,0,2,0
GNB,2020-01,0,0,0
GNB,2020-02,0,0,0
GNB,2020-03,0,8,0
GNB,2020-04,0,197,1
GNB,2020-05,2607,1051,7
GNB,2020-06,5449,398,16
GNB,2020-07,173,327,2
GNB,2020-08,3524,224,8
GNB,2020-09,6683,119,5
GNB,2020-10,1515,89,2
GNB,2020-11,0,28,3
GNB,2020-12,15693,11,1
GNB,2021-01,5918,182,0
GNB,2021-02,10552,628,3
GNB,2021-03,6364,388,15
GNB,2021-04,4864,84,4
GNB,2021-05,4711,32,1
GNB,2021-06,4279,93,1
GNB,2021-07,8891,620,7
GNB,2021-08,10148,1320,43
GNB,2021-09,6201,308,16
GNB,2021-10,4495,27,6
GNB,2021-11,4819,306,7
GNB,2021-12,4006,44,1
GNB,2022-01,7668,1102,7
GNB,2022-02,4694,415,11
GNB,2022-03,5622,148,3
GNB,2022-04,2241,26,0
GNQ,2020-01,0,0,0
GNQ,2020-02,0,0,0
GNQ,2020-03,0,12,0
GNQ,2020-04,0,303,1
GNQ,2020-05,3805,991,11
GNQ,2020-06,12195,695,20
GNQ,2020-07,10658,2820,51
GNQ,2020-08,25286,120,0
GNQ,2020-09,7762,89,0
GNQ,2020-10,3238,58,0
GNQ,2020-11,0,65,2
GNQ,2020-12,12260,124,1
GNQ,2021-01,6899,239,0
GNQ,2021-02,15830,489,5
GNQ,2021-03,12272,909,11
GNQ,2021-04,12964,780,10
GNQ,2021-05,18913,835,6
GNQ,2021-06,14021,205,3
GNQ,2021-07,17534,146,2
GNQ,2021-08,21450,597,3
GNQ,2021-09,26341,2885,21
GNQ,2021-10,20912,1006,20
GNQ,2021-11,10584,224,8
GNQ,2021-12,13881,118,0
GNQ,2022-01,10766,2092,7
GNQ,2022-02,8908,82,0
GNQ,2022-03,14724,116,1
GNQ,2022-04,2162,1,0
GRC,2020-01,0,0,0
GRC,2020-02,0,4,0
GRC,2020-03,16732,1152,38
GRC,2020-04,58438,1435,102
GRC,2020-05,105348,326,35
GRC,2020-06,132257,492,17
GRC,2020-07,207112,1068,14
GRC,2020-08,429480,5840,60
GRC,2020-09,358182,8158,125
GRC,2020-10,358602,20776,235
GRC,2020-11,707415,66020,1780
GRC,2020-12,331008,33579,2432
GRC,2021-01,429391,18107,958
GRC,2021-02,2101897,34143,708
GRC,2021-03,1299884,72589,1589
GRC,2021-04,1600414,81344,2288
GRC,2021-05,1384405,57273,1714
GRC,2021-06,1112054,20150,611
GRC,2021-07,2171728,70848,259
GRC,2021-08,2715790,94660,726
GRC,2021-09,4618636,67803,1137
GRC,2021-10,5868870,86403,1110
GRC,2021-11,10349954,196733,2219
GRC,2021-12,10891348,271950,2633
GRC,2022-01,9698332,729870,2710
GRC,2022-02,8587658,480941,2360
GRC,2022-03,8519515,608765,1650
GRC,2022-04,3107576,165458,764
GRD,2020-01,0,0,0
GRD,2020-02,0,0,0
GRD,2020-03,18,9,0
GRD,2020-04,1388,11,0
GRD,2020-05,1601,3,0
GRD,2020-06,2458,0,0
GRD,2020-07,0,1,0
GRD,2020-08,0,0,0
GRD,2020-09,0,0,0
GRD,2020-10,0,4,0
GRD,2020-11,0,13,0
GRD,2020-12,0,86,0
GRD,2021-01,14444,21,1
GRD,2021-02,0,0,0
GRD,2021-03,4080,7,0
GRD,2021-04,2608,5,0
GRD,2021-05,2087,1,0
GRD,2021-06,0,0,0
GRD,2021-07,0,3,0
GRD,2021-08,27418,297,1
GRD,2021-09,0,4734,139
GRD,2021-10,0,645,57
GRD,2021-11,0,57,2
GRD,2021-12,37833,284,0
GRD,2022-01,27014,6155,10
GRD,2022-02,0,1371,6
GRD,2022-03,0,322,2
GRD,2022-04,0,52,1
GRL,2020-03,402,0,0
GRL,2020-04,841,0,0
GRL,2020-05,860,0,0
GRL,2020-06,1453,0,0
GRL,2020-07,2280,0,0
GRL,2020-08,940,0,0
GRL,2020-09,1266,0,0
GRL,2020-10,2895,0,0
GRL,2020-11,2233,0,0
GRL,2020-12,701,0,0
GRL,2021-01,4079,0,0
GRL,2021-02,1150,0,0
GRL,2021-03,1786,0,0
GRL,2021-04,1600,0,0
GRL,2021-05,2688,0,0
GRL,2021-06,4688,0,0
GRL,2021-07,44,0,0
GRL,2021-08,26441,0,0
GRL,2021-09,0,0,0
GRL,2021-10,0,0,0
GRL,2021-11,0,0,0
GRL,2021-12,0,0,0
GRL,2022-01,0,0,0
GRL,2022-02,0,0,0
GRL,2022-03,0,0,0
GRL,2022-04,0,0,0
GTM,2020-01,0,0,0
GTM,2020-02,0,0,0
GTM,2020-03,208,38,1
GTM,2020-04,0,561,15
GTM,2020-05,0,4488,92
GTM,2020-06,0,13009,665
GTM,2020-07,0,31693,1151
GTM,2020-08,0,24285,836
GTM,2020-09,323461,17672,486
GTM,2020-10,101572,16193,483
GTM,2020-11,108630,14123,442
GTM,2020-12,52833,15950,642
GTM,2021-01,191189,21492,830
GTM,2021-02,157424,15038,750
GTM,2021-03,127656,19292,450
GTM,2021-04,214715,33837,684
GTM,2021-05,159821,26746,641
GTM,2021-06,160318,39166,1050
GTM,2021-07,290376,74901,1124
GTM,2021-08,323794,101793,1587
GTM,2021-09,359350,90038,1638
GTM,2021-10,351662,41257,1530
GTM,2021-11,214524,16412,849
GTM,2021-12,159064,10375,164
GTM,2022-01,306542,61931,278
GTM,2022-02,196077,86701,586
GTM,2022-03,437164,51883,341
GTM,2022-04,24191,7360,88
GUY,2020-01,0,0,0
GUY,2020-02,0,0,0
GUY,2020-03,0,27,2
GUY,2020-04,0,70,7
GUY,2020-05,1366,71,3
GUY,2020-06,1212,92,0
GUY,2020-07,2063,168,8
GUY,2020-08,0,893,19
GUY,2020-09,9347,1588,41
GUY,2020-10,1462,1268,44
GUY,2020-11,0,1244,27
GUY,2020-12,20846,926,13
GUY,2021-01,0,1309,12
GUY,2021-02,11661,944,19
GUY,2021-03,0,1664,36
GUY,2021-04,59136,3034,65
GUY,2021-05,46896,3669,93
GUY,2021-06,31658,3103,80
GUY,2021-07,3212,2468,72
GUY,2021-08,0,3025,81
GUY,2021-09,0,6279,164
GUY,2021-10,0,3721,127
GUY,2021-11,0,2326,81
GUY,2021-12,230756,1699,60
GUY,2022-01,0,20316,114
GUY,2022-02,0,3032,52
GUY,2022-03,0,332,6
GUY,2022-04,0,87,0
HKG,2020-03,90000,0,0
HKG,2020-04,64989,0,0
HKG,2020-05,67059,0,0
HKG,2020-06,125352,0,0
HKG,2020-07,177569,0,0
HKG,2020-08,255446,0,0
HKG,2020-09,248890,0,0
HKG,2020-10,753927,0,0
HKG,2020-11,2369877,0,0
HKG,2020-12,790558,0,0
HKG,2021-01,1498831,0,0
HKG,2021-02,647166,0,0
HKG,2021-03,2828497,0,0
HKG,2021-04,0,0,0
HKG,2021-05,4923160,0,0
HKG,2021-06,0,0,0
HKG,2021-07,6548754,0,0
HKG,2021-08,2624853,0,0
HKG,2021-09,1220229,0,0
HKG,2021-10,1580206,0,0
HKG,2021-11,1724185,0,0
HKG,2021-12,756538,0,0
HKG,2022-01,0,0,0
HKG,2022-02,6964233,0,0
HKG,2022-03,8712633,0,0
HKG,2022-04,0,0,0
HND,2020-01,0,0,0
HND,2020-02,0,0,0
HND,2020-03,0,141,7
HND,2020-04,0,630,64
HND,2020-05,12887,4451,141
HND,2020-06,33667,14356,285
HND,2020-07,22286,22456,840
HND,2020-08,0,19000,536
HND,2020-09,111131,15886,480
HND,2020-10,47458,19988,316
HND,2020-11,40187,11365,249
HND,2020-12,27337,13574,212
HND,2021-01,68443,26016,480
HND,2021-02,95433,22461,541
HND,2021-03,59635,18739,454
HND,2021-04,80962,23290,676
HND,2021-05,100626,25894,1072
HND,2021-06,63557,24533,652
HND,2021-07,121427,34351,829
HND,2021-08,91357,41646,1016
HND,2021-09,60865,27237,927
HND,2021-10,0,9387,463
HND,2021-11,0,2478,163
HND,2021-12,96524,1543,31
HND,2022-01,0,12472,79
HND,2022-02,0,19338,208
HND,2022-03,0,9850,253
HND,2022-04,0,206,8
HRV,2020-01,0,0,0
HRV,2020-02,0,6,0
HRV,2020-03,7015,861,6
HRV,2020-04,29206,1209,63
HRV,2020-05,30184,170,34
HRV,2020-06,12699,531,4
HRV,2020-07,39851,2362,38
HRV,2020-08,49274,5130,41
HRV,2020-09,138855,6324,94
HRV,2020-10,168910,32723,266
HRV,2020-11,273352,79126,1240
HRV,2020-12,244947,82395,2134
HRV,2021-01,181538,21589,1107
HRV,2021-02,168821,10547,499
HRV,2021-03,194580,28659,421
HRV,2021-04,255673,60551,1134
HRV,2021-05,210884,23998,945
HRV,2021-06,137811,3691,180
HRV,2021-07,156100,3743,53
HRV,2021-08,244296,10383,75
HRV,2021-09,228059,30792,306
HRV,2021-10,338257,65558,580
HRV,2021-11,353238,137857,1679
HRV,2021-12,279984,107040,1639
HRV,2022-01,504426,221922,1289
HRV,2022-02,271661,117627,1242
HRV,2022-03,163589,44382,494
HRV,2022-04,43893,10671,139
HTI,2020-01,0,0,0
HTI,2020-02,0,0,0
HTI,2020-03,0,15,0
HTI,2020-04,0,61,7
HTI,2020-05,0,1508,29
HTI,2020-06,0,4263,69
HTI,2020-07,0,1531,55
HTI,2020-08,0,831,42
HTI,2020-09,0,531,26
HTI,2020-10,0,314,5
HTI,2020-11,0,218,0
HTI,2020-12,0,727,4
HTI,2021-01,0,1534,9
HTI,2021-02,0,897,5
HTI,2021-03,0,328,4
HTI,2021-04,0,298,4
HTI,2021-05,0,1295,55
HTI,2021-06,0,4211,116
HTI,2021-07,0,1515,120
HTI,2021-08,0,819,41
HTI,2021-09,0,751,24
HTI,2021-10,0,2313,61
HTI,2021-11,0,1215,67
HTI,2021-12,0,810,28
HTI,2022-01,0,3232,20
HTI,2022-02,0,1125,106
HTI,2022-03,0,205,13
HTI,2022-04,0,39,2
HUN,2020-01,0,0,0
HUN,2020-02,0,0,0
HUN,2020-03,14146,492,16
HUN,2020-04,58805,2283,296
HUN,2020-05,113029,1101,214
HUN,2020-06,88965,279,59
HUN,2020-07,64218,350,11
HUN,2020-08,88987,1634,19
HUN,2020-09,287527,20322,150
HUN,2020-10,317265,48860,985
HUN,2020-11,615080,141801,3073
HUN,2020-12,962568,105392,4714
HUN,2021-01,506194,45072,2987
HUN,2021-02,543558,61013,2450
HUN,2021-03,948810,223834,5763
HUN,2021-04,764388,126915,6803
HUN,2021-05,451308,25190,2193
HUN,2021-06,305447,3590,259
HUN,2021-07,198078,1363,34
HUN,2021-08,246150,2846,32
HUN,2021-09,358256,10368,132
HUN,2021-10,438408,40714,539
HUN,2021-11,1072557,239689,3792
HUN,2021-12,725611,153307,4665
HUN,2022-01,901994,296990,2219
HUN,2022-02,713638,234139,2544
HUN,2022-03,330695,64327,1521
HUN,2022-04,117680,22335,342
IDN,2020-01,0,0,0
IDN,2020-02,0,0,0
IDN,2020-03,6663,1528,136
IDN,2020-04,65688,8590,656
IDN,2020-05,151273,16355,821
IDN,2020-06,253694,29912,1263
IDN,2020-07,389221,51991,2255
IDN,2020-08,430645,66420,2286
IDN,2020-09,696510,112212,3323
IDN,2020-10,837012,123080,3129
IDN,2020-11,997014,128795,3076
IDN,2020-12,79553,204315,5193
IDN,2021-01,0,335116,7860
IDN,2021-02,0,256320,6168
IDN,2021-03,0,177078,4692
IDN,2021-04,4945505,156656,4663
IDN,2021-05,7875565,153335,5057
IDN,2021-06,3174734,356569,7913
IDN,2021-07,6377126,1231386,35628
IDN,2021-08,5914869,680143,38904
IDN,2021-09,6926413,125303,8916
IDN,2021-10,7604987,29254,1466
IDN,2021-11,7728002,12051,425
IDN,2021-12,8712069,6311,264
IDN,2022-01,8471185,90650,226
IDN,2022-02,12942999,1211078,4015
IDN,2022-03,7380228,448370,6754
IDN,2022-04,1632600,22540,628
IND,2020-01,0,1,0
IND,2020-02,0,2,0
IND,2020-03,42788,1394,36
IND,2020-04,787413,33466,1119
IND,2020-05,2906826,155746,4254
IND,2020-06,4871627,394872,11992
IND,2020-07,10224316,1110507,19111
IND,2020-08,23474944,1995178,28777
IND,2020-09,31888815,2621418,33390
IND,2020-10,32366711,1871498,23433
IND,2020-11,33816536,1278727,15510
IND,2020-12,27722681,823900,11373
IND,2021-01,27734751,470901,5398
IND,2021-02,20393698,354631,2765
IND,2021-03,27441834,1109424,5770
IND,2021-04,42719146,6943304,48926
IND,2021-05,58474797,9010075,120042
IND,2021-06,65233161,2236590,67564
IND,2021-07,56326994,1244190,24892
IND,2021-08,55114060,1155021,14669
IND,2021-09,47415341,955862,9319
IND,2021-10,39363476,519107,10098
IND,2021-11,32983933,310962,10810
IND,2021-12,36574407,264803,12239
IND,2022-01,51119558,6607920,14756
IND,2022-02,38483533,1461546,17781
IND,2022-03,21683576,94730,7158
IND,2022-04,5789603,12241,555
IRL,2020-01,0,0,0
IRL,2020-02,0,1,0
IRL,2020-03,30213,3234,71
IRL,2020-04,122841,17377,1161
IRL,2020-05,172741,4378,422
IRL,2020-06,79194,483,86
IRL,2020-07,227865,592,32
IRL,2020-08,206946,2746,14
IRL,2020-09,341184,7344,27
IRL,2020-10,425701,25301,114
IRL,2020-11,358026,11088,140
IRL,2020-12,342312,19235,186
IRL,2021-01,753792,104768,1070
IRL,2021-02,447379,23045,1012
IRL,2021-03,482713,16262,368
IRL,2021-04,488827,13016,216
IRL,2021-05,234678,13173,41
IRL,2021-06,0,9888,57
IRL,2021-07,0,29068,37
IRL,2021-08,1686536,51471,57
IRL,2021-09,1045435,40368,157
IRL,2021-10,663568,55662,187
IRL,2021-11,828857,124521,216
IRL,2021-12,1069043,218444,260
IRL,2022-01,917809,394449,224
IRL,2022-02,436305,122946,361
IRL,2022-03,441445,159003,256
IRL,2022-04,134705,35389,150
IRN,2020-01,0,0,0
IRN,2020-02,0,593,43
IRN,2020-03,80000,44012,2855
IRN,2020-04,373386,50035,3130
IRN,2020-05,482508,56826,1769
IRN,2020-06,703184,76196,3020
IRN,2020-07,817831,76542,5949
IRN,2020-08,774201,71008,4805
IRN,2020-09,783711,82007,4598
IRN,2020-10,614045,155553,8695
IRN,2020-11,1496482,349298,13382
IRN,2020-12,972208,263072,6977
IRN,2021-01,2187732,192857,2736
IRN,2021-02,1555802,213170,2114
IRN,2021-03,1110149,254395,2592
IRN,2021-04,3849342,613513,9093
IRN,2021-05,3993207,414059,8398
IRN,2021-06,3948602,291421,4108
IRN,2021-07,2282242,666451,6366
IRN,2021-08,2974764,1121055,17164
IRN,2021-09,2652652,594977,12634
IRN,2021-10,3753234,337598,5875
IRN,2021-11,3465374,192807,3527
IRN,2021-12,3123798,76956,1776
IRN,2022-01,0,178773,848
IRN,2022-02,5364492,678255,4384
IRN,2022-03,2106674,110791,3366
IRN,2022-04,836723,35285,474
IRQ,2020-01,0,0,0
IRQ,2020-02,0,13,0
IRQ,2020-03,0,681,50
IRQ,2020-04,0,1391,43
IRQ,2020-05,0,4354,112
IRQ,2020-06,0,42670,1738
IRQ,2020-07,1000969,75500,2798
IRQ,2020-08,604935,110325,2301
IRQ,2020-09,660451,128047,2139
IRQ,2020-10,439586,109649,1729
IRQ,2020-11,777378,79919,1348
IRQ,2020-12,738097,42742,555
IRQ,2021-01,1401127,24345,234
IRQ,2021-02,1223700,75853,359
IRQ,2021-03,1144996,155435,917
IRQ,2021-04,1300813,214275,1142
IRQ,2021-05,1079369,136153,910
IRQ,2021-06,898191,144552,811
IRQ,2021-07,0,280695,1471
IRQ,2021-08,1906571,261551,2173
IRQ,2021-09,0,115153,1430
IRQ,2021-10,2606259,51945,910
IRQ,2021-11,558604,25924,650
IRQ,2021-12,358237,12568,338
IRQ,2022-01,394097,116842,231
IRQ,2022-02,880250,92211,600
IRQ,2022-03,362850,16757,175
IRQ,2022-04,37075,2753,22
ISL,2020-01,0,0,0
ISL,2020-02,45,1,0
ISL,2020-03,9006,1134,8
ISL,2020-04,8984,662,8
ISL,2020-05,2910,9,0
ISL,2020-06,17062,18,0
ISL,2020-07,51882,61,0
ISL,2020-08,77266,222,0
ISL,2020-09,55031,621,0
ISL,2020-10,69787,2137,2
ISL,2020-11,35695,527,14
ISL,2020-12,44481,362,3
ISL,2021-01,38756,248,0
ISL,2021-02,23381,48,0
ISL,2021-03,42588,156,0
ISL,2021-04,53291,267,0
ISL,2021-05,66634,104,1
ISL,2021-06,108432,73,0
ISL,2021-07,85564,1310,0
ISL,2021-08,114300,2830,3
ISL,2021-09,81552,1012,0
ISL,2021-10,84241,1691,0
ISL,2021-11,104851,4402,2
ISL,2021-12,129774,9165,2
ISL,2022-01,294813,40614,9
ISL,2022-02,42238,62171,17
ISL,2022-03,240809,51547,39
ISL,2022-04,14588,2583,9
ISR,2020-01,0,0,0
ISR,2020-02,0,6,0
ISR,2020-03,74454,5739,21
ISR,2020-04,299428,10179,204
ISR,2020-05,194570,1183,62
ISR,2020-06,390697,8359,40
ISR,2020-07,147658,46296,237
ISR,2020-08,0,45172,389
ISR,2020-09,0,130505,651
ISR,2020-10,0,66938,957
ISR,2020-11,0,22842,311
ISR,2020-12,6281783,86071,453
ISR,2021-01,2536617,220173,1471
ISR,2021-02,183053,132372,956
ISR,2021-03,1880709,57298,461
ISR,2021-04,1028416,5429,154
ISR,2021-05,720493,994,49
ISR,2021-06,714678,2302,20
ISR,2021-07,2110937,32241,45
ISR,2021-08,5032590,192334,570
ISR,2021-09,4542373,215866,718
ISR,2021-10,3254317,45240,339
ISR,2021-11,2780828,17351,96
ISR,2021-12,4099492,40272,47
ISR,2022-01,8280598,1516637,562
ISR,2022-02,0,733934,1393
ISR,2022-03,0,283722,287
ISR,2022-04,0,94968,116
ITA,2020-01,0,2,0
ITA,2020-02,18661,1126,29
ITA,2020-03,488307,104664,12399
ITA,2020-04,1472249,99671,15539
ITA,2020-05,1899522,27534,5448
ITA,2020-06,1511371,7729,1383
ITA,2020-07,1430503,6959,374
ITA,2020-08,1824246,21677,342
ITA,2020-09,2689063,45647,411
ITA,2020-10,4019568,364569,2724
ITA,2020-11,6591609,922124,16958
ITA,2020-12,4101038,505612,18583
ITA,2021-01,6407225,445866,14357
ITA,2021-02,7405262,372233,9183
ITA,2021-03,9769770,659634,11647
ITA,2021-04,8677095,437754,11461
ITA,2021-05,7592503,195168,5321
ITA,2021-06,5410951,42088,1438
ITA,2021-07,5960988,90119,497
ITA,2021-08,6491525,189963,1158
ITA,2021-09,8429923,132364,1700
ITA,2021-10,11786316,99610,1179
ITA,2021-11,15079777,256582,1728
ITA,2021-12,20805871,1097136,3574
ITA,2022-01,30494121,4857433,9096
ITA,2022-02,16704652,1799720,8269
ITA,2022-03,13571716,1859518,4616
ITA,2022-04,6667629,762455,1649
JAM,2020-01,0,0,0
JAM,2020-02,0,0,0
JAM,2020-03,250,36,1
JAM,2020-04,3012,386,7
JAM,2020-05,4203,164,1
JAM,2020-06,17036,116,1
JAM,2020-07,14232,176,0
JAM,2020-08,21576,1581,11
JAM,2020-09,18663,4023,86
JAM,2020-10,17563,2612,99
JAM,2020-11,18159,1669,51
JAM,2020-12,18553,2064,45
JAM,2021-01,33662,2826,48
JAM,2021-02,46950,7610,72
JAM,2021-03,48098,15974,174
JAM,2021-04,61424,6341,182
JAM,2021-05,53825,2979,170
JAM,2021-06,64872,1567,127
JAM,2021-07,0,2771,115
JAM,2021-08,107217,15236,328
JAM,2021-09,42662,15606,351
JAM,2021-10,0,5277,367
JAM,2021-11,0,2235,156
JAM,2021-12,108410,2671,81
JAM,2022-01,0,30592,185
JAM,2022-02,0,3474,155
JAM,2022-03,0,771,75
JAM,2022-04,0,336,29
JOR,2020-01,0,0,0
JOR,2020-02,0,0,0
JOR,2020-03,0,274,5
JOR,2020-04,0,179,3
JOR,2020-05,187990,286,1
JOR,2020-06,197648,393,0
JOR,2020-07,212257,171,2
JOR,2020-08,230485,841,4
JOR,2020-09,392442,9791,46
JOR,2020-10,588074,60782,768
JOR,2020-11,717096,146823,1922
JOR,2020-12,0,75064,1083
JOR,2021-01,1090243,32361,482
JOR,2021-02,924048,64235,385
JOR,2021-03,1377875,220487,2157
JOR,2021-04,750237,99796,1978
JOR,2021-05,619950,25161,626
JOR,2021-06,118708,14870,288
JOR,2021-07,0,19308,282
JOR,2021-08,0,26414,379
JOR,2021-09,0,26793,307
JOR,2021-10,0,38622,320
JOR,2021-11,4762020,91402,570
JOR,2021-12,1247586,109462,1045
JOR,2022-01,0,161904,564
JOR,2022-02,0,406399,618
