unit,timee,new_tests_orig,new_cases_orig,new_deaths_orig
JOR,2022-03,0,60777,196
JOR,2022-04,0,2472,24
JPN,2020-01,0,13,0
JPN,2020-02,0,230,6
JPN,2020-03,59705,2010,61
JPN,2020-04,214149,12029,414
JPN,2020-05,197975,2457,417
JPN,2020-06,212973,1864,76
JPN,2020-07,422062,17651,39
JPN,2020-08,729986,32129,287
JPN,2020-09,592780,15194,275
JPN,2020-10,684333,17744,195
JPN,2020-11,936503,47501,382
JPN,2020-12,581079,86925,1340
JPN,2021-01,3176186,154991,2261
JPN,2021-02,1152605,41896,2144
JPN,2021-03,1200785,42450,1279
JPN,2021-04,0,117685,1067
JPN,2021-05,4493176,153716,2816
JPN,2021-06,1569235,53096,1724
JPN,2021-07,1907310,127021,408
JPN,2021-08,3318327,567768,874
JPN,2021-09,2333220,210700,1584
JPN,2021-10,2135898,17271,615
JPN,2021-11,1347280,4293,93
JPN,2021-12,917756,5660,32
JPN,2022-01,0,1006164,423
JPN,2022-02,9681518,2267421,4855
JPN,2022-03,4274041,1549704,4453
JPN,2022-04,1616253,566588,649
KAZ,2020-01,0,0,0
KAZ,2020-02,0,0,0
KAZ,2020-03,5093,343,2
KAZ,2020-04,244434,3059,23
KAZ,2020-05,563354,7456,16
KAZ,2020-06,704217,11450,147
KAZ,2020-07,562442,68059,605
KAZ,2020-08,354904,40306,1085
KAZ,2020-09,461361,10034,197
KAZ,2020-10,570811,8992,144
KAZ,2020-11,740122,24864,258
KAZ,2020-12,665014,26633,272
KAZ,2021-01,1228850,34648,377
KAZ,2021-02,962457,26871,263
KAZ,2021-03,1232986,34757,2523
KAZ,2021-04,1416825,78067,649
KAZ,2021-05,1563148,67396,760
KAZ,2021-06,0,39751,438
KAZ,2021-07,0,210158,1318
KAZ,2021-08,0,230112,3859
KAZ,2021-09,0,99261,3252
KAZ,2021-10,0,57422,1171
KAZ,2021-11,0,34708,767
KAZ,2021-12,0,17546,366
KAZ,2022-01,0,252775,297
KAZ,2022-02,0,65377,429
KAZ,2022-03,0,3132,74
KAZ,2022-04,0,291,2
KEN,2020-01,0,0,0
KEN,2020-02,0,0,0
KEN,2020-03,844,59,1
KEN,2020-04,19424,337,16
KEN,2020-05,58268,1566,47
KEN,2020-06,88881,4404,84
KEN,2020-07,131021,14270,193
KEN,2020-08,155968,13565,236
KEN,2020-09,93540,4328,134
KEN,2020-10,129655,16663,270
KEN,2020-11,208332,28426,488
KEN,2020-12,143815,12840,201
KEN,2021-01,84450,4315,93
KEN,2021-02,181358,5200,93
KEN,2021-03,184684,28085,297
KEN,2021-04,189312,25260,571
KEN,2021-05,142006,11417,448
KEN,2021-06,128508,13426,462
KEN,2021-07,192289,19052,297
KEN,2021-08,234722,32650,795
KEN,2021-09,189145,13571,397
KEN,2021-10,148594,3876,158
KEN,2021-11,122286,1778,54
KEN,2021-12,182083,39940,43
KEN,2022-01,213701,26353,205
KEN,2022-02,145177,1565,56
KEN,2022-03,143551,477,9
KEN,2022-04,40353,160,1
KGZ,2020-01,0,0,0
KGZ,2020-02,0,0,0
KGZ,2020-03,8186,107,0
KGZ,2020-04,31429,639,8
KGZ,2020-05,26535,1002,8
KGZ,2020-06,0,3758,45
KGZ,2020-07,0,30299,1317
KGZ,2020-08,0,8093,123
KGZ,2020-09,0,2771,6
KGZ,2020-10,4069,12209,80
KGZ,2020-11,434589,14300,131
KGZ,2020-12,64277,7856,80
KGZ,2021-01,0,3554,57
KGZ,2021-02,0,1663,54
KGZ,2021-03,127522,2287,34
KGZ,2021-04,0,6737,104
KGZ,2021-05,0,9454,204
KGZ,2021-06,2355986,20274,192
KGZ,2021-07,0,37889,325
KGZ,2021-08,0,12842,203
KGZ,2021-09,0,2798,79
KGZ,2021-10,0,2727,64
KGZ,2021-11,0,2092,75
KGZ,2021-12,0,1338,56
KGZ,2022-01,0,13627,78
KGZ,2022-02,0,2211,78
KGZ,2022-03,0,408,30
KGZ,2022-04,0,35,3
KHM,2020-01,0,1,0
KHM,2020-02,0,0,0
KHM,2020-03,5768,108,0
KHM,2020-04,0,13,0
KHM,2020-05,0,3,0
KHM,2020-06,0,16,0
KHM,2020-07,0,98,0
KHM,2020-08,0,35,0
KHM,2020-09,0,3,0
KHM,2020-10,0,14,0
KHM,2020-11,0,35,0
KHM,2020-12,0,52,0
KHM,2021-01,355720,88,0
KHM,2021-02,107248,354,0
KHM,2021-03,213449,1620,11
KHM,2021-04,223997,10962,82
KHM,2021-05,207570,16692,121
KHM,2021-06,244502,20291,388
KHM,2021-07,435295,26858,795
KHM,2021-08,292856,15812,506
KHM,2021-09,268310,19596,416
KHM,2021-10,274233,5871,469
KHM,2021-11,90878,1612,152
KHM,2021-12,41659,359,72
KHM,2022-01,38084,862,3
KHM,2022-02,63857,8921,17
KHM,2022-03,64692,5349,22
KHM,2022-04,10943,355,1
KIR,2020-01,0,0,0
KIR,2020-02,0,0,0
KIR,2020-03,0,0,0
KIR,2020-04,0,0,0
KIR,2020-05,0,0,0
KIR,2020-06,0,0,0
KIR,2020-07,0,0,0
KIR,2020-08,0,0,0
KIR,2020-09,0,0,0
KIR,2020-10,0,0,0
KIR,2020-11,0,0,0
KIR,2020-12,0,0,0
KIR,2021-01,0,0,0
KIR,2021-02,0,0,0
KIR,2021-03,0,0,0
KIR,2021-04,0,0,0
KIR,2021-05,0,2,0
KIR,2021-06,0,0,0
KIR,2021-07,0,0,0
KIR,2021-08,0,0,0
KIR,2021-09,0,0,0
KIR,2021-10,0,0,0
KIR,2021-11,0,0,0
KIR,2021-12,0,0,0
KIR,2022-01,0,458,0
KIR,2022-02,0,2454,11
KIR,2022-03,0,156,2
KIR,2022-04,0,3,0
KNA,2020-01,0,0,0
KNA,2020-02,0,0,0
KNA,2020-03,0,8,0
KNA,2020-04,0,7,0
KNA,2020-05,391,0,0
KNA,2020-06,0,0,0
KNA,2020-07,0,2,0
KNA,2020-08,0,0,0
KNA,2020-09,0,2,0
KNA,2020-10,0,0,0
KNA,2020-11,0,3,0
KNA,2020-12,0,10,0
KNA,2021-01,0,5,0
KNA,2021-02,0,4,0
KNA,2021-03,11990,3,0
KNA,2021-04,1310,0,0
KNA,2021-05,2411,24,0
KNA,2021-06,5216,378,3
KNA,2021-07,4617,147,0
KNA,2021-08,5742,498,0
KNA,2021-09,4925,827,10
KNA,2021-10,0,751,10
KNA,2021-11,0,117,5
KNA,2021-12,0,213,0
KNA,2022-01,0,2423,5
KNA,2022-02,0,108,9
KNA,2022-03,31290,19,1
KNA,2022-04,1011,5,0
KOR,2020-01,0,10,0
KOR,2020-02,85693,3139,16
KOR,2020-03,324871,6636,146
KOR,2020-04,209317,988,86
KOR,2020-05,290941,729,23
KOR,2020-06,362944,1347,11
KOR,2020-07,290030,1486,19
KOR,2020-08,373893,5846,23
KOR,2020-09,385310,3707,91
KOR,2020-10,274979,2746,51
KOR,2020-11,463194,8017,60
KOR,2020-12,945240,27117,391
KOR,2021-01,1610118,16739,508
KOR,2021-02,1032476,11523,180
KOR,2021-03,1058794,13608,130
KOR,2021-04,925123,18995,96
KOR,2021-05,1114691,18165,132
KOR,2021-06,773315,16924,58
KOR,2021-07,1207892,42064,77
KOR,2021-08,1365897,53658,194
KOR,2021-09,1449540,60328,205
KOR,2021-10,1259807,52613,361
KOR,2021-11,0,85964,801
KOR,2021-12,0,182903,1966
KOR,2022-01,0,228789,1147
KOR,2022-02,0,2409407,1398
KOR,2022-03,0,10102369,8420
KOR,2022-04,0,2454826,3444
KWT,2020-01,0,0,0
KWT,2020-02,0,45,0
KWT,2020-03,0,244,0
KWT,2020-04,0,3735,26
KWT,2020-05,0,23019,186
KWT,2020-06,0,19152,142
KWT,2020-07,0,20762,93
KWT,2020-08,0,18152,84
KWT,2020-09,0,20073,79
KWT,2020-10,0,20744,169
KWT,2020-11,0,16709,101
KWT,2020-12,0,7949,54
KWT,2021-01,1529581,14673,25
KWT,2021-02,254918,25595,124
KWT,2021-03,262794,41251,230
KWT,2021-04,269545,41888,250
KWT,2021-05,290931,35231,209
KWT,2021-06,368767,47465,197
KWT,2021-07,428076,41144,351
KWT,2021-08,381951,12029,99
KWT,2021-09,356558,1795,30
KWT,2021-10,682130,1023,12
KWT,2021-11,505252,684,4
KWT,2021-12,590683,3773,3
KWT,2022-01,0,128582,29
KWT,2022-02,1724176,74177,41
KWT,2022-03,117951,9084,16
KWT,2022-04,0,1663,1
LAO,2020-01,0,0,0
LAO,2020-02,0,0,0
LAO,2020-03,53,9,0
LAO,2020-04,0,10,0
LAO,2020-05,0,0,0
LAO,2020-06,0,0,0
LAO,2020-07,0,1,0
LAO,2020-08,0,2,0
LAO,2020-09,0,1,0
LAO,2020-10,0,1,0
LAO,2020-11,0,15,0
LAO,2020-12,89368,2,0
LAO,2021-01,13873,3,0
LAO,2021-02,8856,1,0
LAO,2021-03,20944,4,0
LAO,2021-04,38137,708,0
LAO,2021-05,77049,1155,3
LAO,2021-06,48054,209,0
LAO,2021-07,8679,4178,4
LAO,2021-08,0,8716,7
LAO,2021-09,0,8831,4
LAO,2021-10,0,16425,47
LAO,2021-11,0,33467,105
LAO,2021-12,0,37322,202
LAO,2022-01,0,22793,175
LAO,2022-02,0,8890,74
LAO,2022-03,0,34155,45
LAO,2022-04,0,20519,37
LBN,2020-01,0,0,0
LBN,2020-02,0,4,0
LBN,2020-03,0,466,12
LBN,2020-04,0,255,12
LBN,2020-05,83574,495,3
LBN,2020-06,49065,558,7
LBN,2020-07,160813,2777,27
LBN,2020-08,232104,12753,106
LBN,2020-09,312040,22326,200
LBN,2020-10,363056,41594,270
LBN,2020-11,420261,46716,381
LBN,2020-12,157351,53559,450
LBN,2021-01,809488,119549,1614
LBN,2021-02,437613,73998,1610
LBN,2021-03,535512,93350,1542
LBN,2021-04,436839,58178,1044
LBN,2021-05,394484,13810,451
LBN,2021-06,339176,4478,122
LBN,2021-07,0,16514,55
LBN,2021-08,0,40886,147
LBN,2021-09,0,21964,272
LBN,2021-10,0,17794,177
LBN,2021-11,0,28632,223
LBN,2021-12,0,57274,394
LBN,2022-01,0,193278,487
LBN,2022-02,0,147502,485
LBN,2022-03,0,23447,212
LBN,2022-04,0,2754,47
LBR,2020-01,0,0,0
LBR,2020-02,0,0,0
LBR,2020-03,0,6,0
LBR,2020-04,0,138,16
LBR,2020-05,1417,139,11
LBR,2020-06,4708,490,9
LBR,2020-07,5115,411,37
LBR,2020-08,1346,122,9
LBR,2020-09,5288,36,0
LBR,2020-10,34472,87,0
LBR,2020-11,9725,172,1
LBR,2020-12,-10326,202,0
LBR,2021-01,9646,139,1
LBR,2021-02,11876,71,1
LBR,2021-03,6417,43,0
LBR,2021-04,15631,46,0
LBR,2021-05,11569,80,1
LBR,2021-06,9465,1721,41
LBR,2021-07,11897,1504,21
LBR,2021-08,0,190,97
LBR,2021-09,11578,328,41
LBR,2021-10,0,13,1
LBR,2021-11,0,12,0
LBR,2021-12,0,454,0
LBR,2022-01,0,994,3
LBR,2022-02,0,112,4
LBR,2022-03,0,16,0
LBR,2022-04,0,2,0
LBY,2020-01,0,0,0
LBY,2020-02,0,0,0
LBY,2020-03,0,10,0
LBY,2020-04,0,51,3
LBY,2020-05,6871,95,2
LBY,2020-06,19468,668,19
LBY,2020-07,23697,2797,53
LBY,2020-08,61412,10345,163
LBY,2020-09,70605,20559,314
LBY,2020-10,126279,26570,306
LBY,2020-11,115190,21714,326
LBY,2020-12,96328,17468,295
LBY,2021-01,116495,18354,399
LBY,2021-02,82793,14707,302
LBY,2021-03,129050,25619,488
LBY,2021-04,100046,18551,362
LBY,2021-05,68258,8268,97
LBY,2021-06,78979,7698,67
LBY,2021-07,170580,55640,316
LBY,2021-08,233236,59858,738
LBY,2021-09,144102,31112,404
LBY,2021-10,118244,17254,448
LBY,2021-11,105769,15298,357
LBY,2021-12,129971,16098,254
LBY,2022-01,192324,40932,307
LBY,2022-02,226183,64780,244
LBY,2022-03,136311,7259,154
LBY,2022-04,1845,129,14
LCA,2020-01,0,0,0
LCA,2020-02,0,0,0
LCA,2020-03,222,13,0
LCA,2020-04,0,4,0
LCA,2020-05,790,1,0
LCA,2020-06,192,1,0
LCA,2020-07,1764,6,0
LCA,2020-08,2574,1,0
LCA,2020-09,2635,1,0
LCA,2020-10,2509,51,0
LCA,2020-11,5388,181,2
LCA,2020-12,3079,94,3
LCA,2021-01,4802,842,8
LCA,2021-02,6929,2195,22
LCA,2021-03,4964,848,25
LCA,2021-04,4275,314,14
LCA,2021-05,6238,515,5
LCA,2021-06,6851,229,5
LCA,2021-07,5766,314,5
LCA,2021-08,10143,2609,15
LCA,2021-09,10836,3240,97
LCA,2021-10,6702,1100,54
LCA,2021-11,13583,441,25
LCA,2021-12,7840,570,15
LCA,2022-01,18705,7372,33
LCA,2022-02,8768,1752,30
LCA,2022-03,5034,259,7
LCA,2022-04,743,92,0
LIE,2020-01,0,0,0
LIE,2020-02,0,0,0
LIE,2020-03,0,69,0
LIE,2020-04,0,14,1
LIE,2020-05,0,0,0
LIE,2020-06,0,4,0
LIE,2020-07,0,6,0
LIE,2020-08,0,19,0
LIE,2020-09,0,12,0
LIE,2020-10,0,456,2
LIE,2020-11,0,736,14
LIE,2020-12,0,909,27
LIE,2021-01,0,344,9
LIE,2021-02,0,83,2
LIE,2021-03,0,105,1
LIE,2021-04,0,268,0
LIE,2021-05,0,82,1
LIE,2021-06,0,28,1
LIE,2021-07,0,56,0
LIE,2021-08,0,204,0
LIE,2021-09,0,166,0
LIE,2021-10,0,105,3
LIE,2021-11,0,1016,0
LIE,2021-12,0,1453,8
LIE,2022-01,0,2797,4
LIE,2022-02,0,3073,5
LIE,2022-03,0,4377,6
LIE,2022-04,0,456,0
LKA,2020-01,0,1,0
LKA,2020-02,0,0,0
LKA,2020-03,2082,142,2
LKA,2020-04,0,520,5
LKA,2020-05,0,970,3
LKA,2020-06,0,414,1
LKA,2020-07,0,768,0
LKA,2020-08,0,234,1
LKA,2020-09,285782,331,1
LKA,2020-10,192974,7283,7
LKA,2020-11,347090,13324,98
LKA,2020-12,364200,19312,86
LKA,2021-01,501955,20858,112
LKA,2021-02,392349,18937,148
LKA,2021-03,357510,9612,104
LKA,2021-04,327013,15440,110
LKA,2021-05,724115,78218,763
LKA,2021-06,662287,72725,1636
LKA,2021-07,509893,49723,1359
LKA,2021-08,691097,131490,4749
LKA,2021-09,411752,77075,3721
LKA,2021-10,292850,23696,837
LKA,2021-11,311179,22916,603
LKA,2021-12,340682,23256,633
LKA,2022-01,376614,23940,462
LKA,2022-02,348720,34849,781
LKA,2022-03,135334,15597,255
LKA,2022-04,43360,1086,15
LSO,2020-01,0,0,0
LSO,2020-02,0,0,0
LSO,2020-03,0,0,0
LSO,2020-04,0,0,0
LSO,2020-05,788,2,0
LSO,2020-06,2212,25,0
LSO,2020-07,5100,577,13
LSO,2020-08,6923,481,18
LSO,2020-09,3786,510,5
LSO,2020-10,2294,358,8
LSO,2020-11,0,156,0
LSO,2020-12,9383,985,7
LSO,2021-01,13874,5570,121
LSO,2021-02,16716,1827,120
LSO,2021-03,6328,215,23
LSO,2021-04,12086,25,1
LSO,2021-05,13891,100,10
LSO,2021-06,15879,513,3
LSO,2021-07,21810,1564,45
LSO,2021-08,15560,1487,29
LSO,2021-09,67374,0,0
LSO,2021-10,24398,7240,255
LSO,2021-11,19486,144,4
LSO,2021-12,64693,6629,3
LSO,2022-01,55086,3768,28
LSO,2022-02,21393,436,3
LSO,2022-03,31431,298,1
LSO,2022-04,4783,58,0
LTU,2020-01,0,0,0
LTU,2020-02,0,1,0
LTU,2020-03,11280,467,4
LTU,2020-04,114275,907,28
LTU,2020-05,177304,292,22
LTU,2020-06,119981,145,7
LTU,2020-07,97089,257,2
LTU,2020-08,119115,831,6
LTU,2020-09,135943,1788,8
LTU,2020-10,222873,10127,75
LTU,2020-11,282024,46496,468
LTU,2020-12,302166,80644,1176
LTU,2021-01,297848,40588,1012
LTU,2021-02,235221,16602,436
LTU,2021-03,260223,16974,330
LTU,2021-04,443185,31150,349
LTU,2021-05,661911,27114,343
LTU,2021-06,415599,4386,117
LTU,2021-07,290047,4049,32
LTU,2021-08,356815,16007,146
LTU,2021-09,0,32858,432
LTU,2021-10,0,77032,880
LTU,2021-11,1898461,61583,864
LTU,2021-12,459844,49299,650
LTU,2022-01,532953,159916,485
LTU,2022-02,0,223041,549
LTU,2022-03,1030584,122285,482
LTU,2022-04,95473,18653,106
LUX,2020-01,0,0,0
LUX,2020-02,0,1,0
LUX,2020-03,17511,2177,23
LUX,2020-04,25132,1606,69
LUX,2020-05,32789,234,20
LUX,2020-06,109890,281,0
LUX,2020-07,244179,2396,4
LUX,2020-08,217230,1278,10
LUX,2020-09,190448,1884,0
LUX,2020-10,243494,8625,28
LUX,2020-11,278276,17544,169
LUX,2020-12,226586,11737,174
LUX,2021-01,286687,3973,82
LUX,2021-02,226949,4722,60
LUX,2021-03,275306,6532,109
LUX,2021-04,244112,5563,50
LUX,2021-05,154306,2727,19
LUX,2021-06,282615,855,3
LUX,2021-07,15621,3083,4
LUX,2021-08,0,1890,8
LUX,2021-09,0,2459,5
LUX,2021-10,498812,3464,8
LUX,2021-11,99208,7498,32
LUX,2021-12,120041,14585,40
LUX,2022-01,0,54219,37
LUX,2022-02,258355,25192,39
LUX,2022-03,93201,32654,45
LUX,2022-04,16224,10508,15
LVA,2020-01,0,0,0
LVA,2020-02,6,0,0
LVA,2020-03,14801,398,0
LVA,2020-04,43079,460,15
LVA,2020-05,51185,208,9
LVA,2020-06,41766,52,6
LVA,2020-07,47671,113,2
LVA,2020-08,53209,165,2
LVA,2020-09,68301,428,3
LVA,2020-10,122367,4070,34
LVA,2020-11,182144,11181,135
LVA,2020-12,212476,23829,429
LVA,2021-01,331455,25337,560
LVA,2021-02,274611,19945,423
LVA,2021-03,396521,16177,281
LVA,2021-04,389833,16195,232
LVA,2021-05,382848,14641,245
LVA,2021-06,242750,4230,137
LVA,2021-07,226633,1434,43
LVA,2021-08,384914,3774,22
LVA,2021-09,865201,15654,139
LVA,2021-10,573095,60848,536
LVA,2021-11,378475,34520,926
LVA,2021-12,273148,23015,391
LVA,2022-01,494350,116090,303
LVA,2022-02,608647,260356,366
LVA,2022-03,344655,145775,377
LVA,2022-04,59001,11022,71
MAR,2020-01,0,0,0
MAR,2020-02,0,0,0
MAR,2020-03,2900,617,36
MAR,2020-04,31941,3806,134
MAR,2020-05,165157,3384,35
MAR,2020-06,438473,4726,23
MAR,2020-07,592724,11789,125
MAR,2020-08,681770,38268,788
MAR,2020-09,685521,61063,1053
MAR,2020-10,577763,95431,1501
MAR,2020-11,763101,137252,2151
MAR,2020-12,445071,82857,1542
MAR,2021-01,470158,31964,887
MAR,2021-02,309142,12497,348
MAR,2021-03,296365,12443,195
MAR,2021-04,282121,15152,205
MAR,2021-05,246683,7967,124
MAR,2021-06,254370,12145,149
MAR,2021-07,709638,92167,489
MAR,2021-08,1124193,237420,2864
MAR,2021-09,681580,72123,1618
MAR,2021-10,382049,13074,401
MAR,2021-11,326193,3772,108
MAR,2021-12,379215,13175,73
MAR,2022-01,756470,169624,551
MAR,2022-02,425855,28259,588
MAR,2022-03,233328,2299,72
MAR,2022-04,79924,861,1
MCO,2020-01,0,0,0
MCO,2020-02,0,1,0
MCO,2020-03,0,51,1
MCO,2020-04,0,43,3
MCO,2020-05,0,4,0
MCO,2020-06,0,4,0
MCO,2020-07,0,17,0
MCO,2020-08,0,34,0
MCO,2020-09,0,76,1
MCO,2020-10,0,141,0
MCO,2020-11,0,250,1
MCO,2020-12,0,266,0
MCO,2021-01,0,614,10
MCO,2021-02,0,467,11
MCO,2021-03,0,332,4
MCO,2021-04,0,166,4
MCO,2021-05,0,50,0
MCO,2021-06,0,73,1
MCO,2021-07,0,312,0
MCO,2021-08,0,312,0
MCO,2021-09,0,113,0
MCO,2021-10,0,100,3
MCO,2021-11,0,324,0
MCO,2021-12,0,1247,2
MCO,2022-01,0,3198,9
MCO,2022-02,0,1176,4
MCO,2022-03,0,1399,3
MCO,2022-04,0,503,2
MDA,2020-01,0,0,0
MDA,2020-02,0,0,0
MDA,2020-03,0,353,4
MDA,2020-04,0,3544,112
MDA,2020-05,0,4354,179
MDA,2020-06,0,8362,250
MDA,2020-07,0,8120,233
MDA,2020-08,0,12187,217
MDA,2020-09,0,16122,325
MDA,2020-10,0,22998,465
MDA,2020-11,0,31324,519
MDA,2020-12,532838,37454,681
MDA,2021-01,95340,14986,453
MDA,2021-02,89412,25649,511
MDA,2021-03,129912,44788,1011
MDA,2021-04,144482,20596,852
MDA,2021-05,118288,4349,295
MDA,2021-06,68259,1548,87
MDA,2021-07,0,2744,61
MDA,2021-08,0,8048,146
MDA,2021-09,0,26866,376
MDA,2021-10,0,43376,1013
MDA,2021-11,0,26006,1329
MDA,2021-12,0,12381,1156
MDA,2022-01,0,64543,367
MDA,2022-02,0,61102,574
MDA,2022-03,0,11642,215
MDA,2022-04,0,2207,40
MDG,2020-01,0,0,0
MDG,2020-02,0,0,0
MDG,2020-03,0,57,0
MDG,2020-04,0,71,0
MDG,2020-05,11311,650,6
MDG,2020-06,10133,1443,14
MDG,2020-07,19325,8654,86
MDG,2020-08,22892,3995,86
MDG,2020-09,15300,1545,38
MDG,2020-10,8698,703,14
MDG,2020-11,6075,230,7
MDG,2020-12,4635,373,10
MDG,2021-01,4461,1351,20
MDG,2021-02,16778,766,16
MDG,2021-03,21749,4595,121
MDG,2021-04,36672,12588,225
MDG,2021-05,20023,4328,196
MDG,2021-06,14656,874,74
MDG,2021-07,14447,447,30
MDG,2021-08,13897,206,13
MDG,2021-09,8458,29,2
MDG,2021-10,11920,728,5
MDG,2021-11,4429,704,4
MDG,2021-12,55025,5949,60
MDG,2022-01,31231,9040,247
MDG,2022-02,46319,4340,92
MDG,2022-03,6409,350,18
MDG,2022-04,0,80,6
MDV,2020-01,0,0,0
MDV,2020-02,0,0,0
MDV,2020-03,0,18,0
MDV,2020-04,0,450,1
MDV,2020-05,0,1305,4
MDV,2020-06,0,588,4
MDV,2020-07,0,1432,7
MDV,2020-08,0,4011,12
MDV,2020-09,0,2487,6
MDV,2020-10,0,1368,4
MDV,2020-11,0,1352,8
MDV,2020-12,0,746,2
MDV,2021-01,410006,2084,4
MDV,2021-02,113772,3952,10
MDV,2021-03,126759,4286,5
MDV,2021-04,86751,5756,6
MDV,2021-05,146472,34561,87
MDV,2021-06,84514,9402,50
MDV,2021-07,235969,3634,11
MDV,2021-08,172705,3680,5
MDV,2021-09,111104,3697,5
MDV,2021-10,143115,2829,12
MDV,2021-11,41224,4012,7
MDV,2021-12,0,4050,12
MDV,2022-01,0,43180,14
MDV,2022-02,0,31312,21
MDV,2022-03,0,6808,1
MDV,2022-04,0,1320,0
MEX,2020-01,0,0,0
MEX,2020-02,0,4,0
MEX,2020-03,11008,1211,29
MEX,2020-04,76364,18009,1830
MEX,2020-05,183620,71440,8071
MEX,2020-06,295610,135425,17839
MEX,2020-07,401934,198548,18919
MEX,2020-08,371930,174923,17726
MEX,2020-09,350365,143656,13232
MEX,2020-10,632183,181746,14107
MEX,2020-11,536225,188581,14187
MEX,2020-12,526956,312551,19867
MEX,2021-01,1209114,438166,32729
MEX,2021-02,847858,222678,27179
MEX,2021-03,621741,151949,17495
MEX,2021-04,547542,105868,13697
MEX,2021-05,426567,68987,6661
MEX,2021-06,444762,105527,9479
MEX,2021-07,937574,328983,7859
MEX,2021-08,1302063,504158,18420
MEX,2021-09,917344,311813,18181
MEX,2021-10,702495,142988,10858
MEX,2021-11,495369,77355,5585
MEX,2021-12,519763,95157,5478
MEX,2022-01,1711089,962867,6663
MEX,2022-02,1014961,566039,12058
MEX,2022-03,472773,150906,4867
MEX,2022-04,126405,64327,789
MKD,2020-01,0,0,0
MKD,2020-02,0,1,0
MKD,2020-03,3518,328,9
MKD,2020-04,12918,1136,68
MKD,2020-05,4112,761,56
MKD,2020-06,40225,4108,169
MKD,2020-07,27406,4420,184
MKD,2020-08,40816,3587,117
MKD,2020-09,56713,3636,136
MKD,2020-10,54213,13595,255
MKD,2020-11,39849,30306,769
MKD,2020-12,101097,21451,740
MKD,2021-01,53360,9364,352
MKD,2021-02,75152,10094,282
MKD,2021-03,115265,27235,644
MKD,2021-04,93371,22345,1074
MKD,2021-05,73451,2905,558
MKD,2021-06,80817,412,71
MKD,2021-07,93919,696,9
MKD,2021-08,185514,20114,445
MKD,2021-09,105806,14914,730
MKD,2021-10,0,11144,464
MKD,2021-11,192317,13033,449
MKD,2021-12,62045,9464,379
MKD,2022-01,119063,43852,449
MKD,2022-02,221013,28361,601
MKD,2022-03,0,8717,211
MKD,2022-04,0,1988,35
MLI,2020-01,0,0,0
MLI,2020-02,0,0,0
MLI,2020-03,0,28,2
MLI,2020-04,0,462,24
MLI,2020-05,4246,775,51
MLI,2020-06,8623,916,39
MLI,2020-07,9418,354,8
MLI,2020-08,12066,241,2
MLI,2020-09,8971,342,5
MLI,2020-10,27780,436,5
MLI,2020-11,28365,1156,20
MLI,2020-12,36843,2380,113
MLI,2021-01,36162,1001,61
MLI,2021-02,26263,285,23
MLI,2021-03,34410,1666,32
MLI,2021-04,38416,3816,99
MLI,2021-05,22932,409,33
MLI,2021-06,20542,159,8
MLI,2021-07,30889,158,7
MLI,2021-08,39416,305,7
MLI,2021-09,37541,330,9
MLI,2021-10,35204,854,15
MLI,2021-11,33765,1361,43
MLI,2021-12,42192,3574,54
MLI,2022-01,70409,9044,54
MLI,2022-02,25799,329,8
MLI,2022-03,26992,103,5
MLI,2022-04,10157,105,2
MLT,2020-01,0,0,0
MLT,2020-02,0,0,0
MLT,2020-03,4462,169,0
MLT,2020-04,22383,296,4
MLT,2020-05,42180,153,5
MLT,2020-06,26106,52,0
MLT,2020-07,31868,154,0
MLT,2020-08,63594,1101,3
MLT,2020-09,63390,1175,23
MLT,2020-10,75563,2984,27
MLT,2020-11,98468,3831,77
MLT,2020-12,41839,2901,82
MLT,2021-01,133173,5129,48
MLT,2021-02,92166,4579,48
MLT,2021-03,114148,6551,77
MLT,2021-04,57942,1259,21
MLT,2021-05,59482,243,6
MLT,2021-06,58865,88,1
MLT,2021-07,105037,3672,3
MLT,2021-08,96532,1876,18
MLT,2021-09,24258,978,16
MLT,2021-10,0,504,4
MLT,2021-11,0,1782,7
MLT,2021-12,0,13038,8
MLT,2022-01,0,15244,74
MLT,2022-02,0,3558,55
MLT,2022-03,0,8264,33
MLT,2022-04,0,7494,29
MMR,2020-01,0,0,0
MMR,2020-02,0,0,0
MMR,2020-03,300,15,1
MMR,2020-04,7418,136,5
MMR,2020-05,16992,73,0
MMR,2020-06,51605,75,0
MMR,2020-07,36066,54,0
MMR,2020-08,45462,529,0
MMR,2020-09,138198,12491,304
MMR,2020-10,366408,39333,927
MMR,2020-11,501327,38007,704
MMR,2020-12,475381,33917,741
MMR,2021-01,700315,15515,449
MMR,2021-02,151517,1751,69
MMR,2021-03,47255,538,7
MMR,2021-04,27820,383,3
MMR,2021-05,44005,812,8
MMR,2021-06,29069,13648,117
MMR,2021-07,520307,141908,6000
MMR,2021-08,454656,100097,6055
MMR,2021-09,592564,64794,2346
MMR,2021-10,660126,35997,962
MMR,2021-11,717117,22329,407
MMR,2021-12,353481,8432,164
MMR,2022-01,416249,4698,42
MMR,2022-02,767192,52359,58
MMR,2022-03,535707,23696,62
MMR,2022-04,141897,819,4
MNE,2020-01,0,0,0
MNE,2020-02,0,0,0
MNE,2020-03,0,109,2
MNE,2020-04,0,213,5
MNE,2020-05,0,2,2
MNE,2020-06,0,224,3
MNE,2020-07,24470,2525,36
MNE,2020-08,0,1762,52
MNE,2020-09,0,5937,69
MNE,2020-10,0,7569,132
