unit,timee,pop,cap_new_cases,cap_new_deaths,cap_new_tests
AFG,2020-01,38928,0,0,0
AFG,2020-02,38928,5.31724E-06,0,0
AFG,2020-03,38928,8.95258E-05,8.29032E-07,0.000858439
AFG,2020-04,38928,0.001244204,4.02633E-05,0.006793739
AFG,2020-05,38928,0.009615767,0.000156635,0.021183856
AFG,2020-06,38928,0.015013187,0.0003964,0.030376593
AFG,2020-07,38928,0.004749877,0.000469839,0.014469227
AFG,2020-08,38928,0.001482505,0.000110239,0.012163067
AFG,2020-09,38928,0.000934202,4.54033E-05,0.006932456
AFG,2020-10,38928,0.001442687,5.55645E-05,0.008826054
AFG,2020-11,38928,0.003935471,0.000179023,0.020660364
AFG,2020-12,38928,0.005271933,0.00036129,0.046090052
AFG,2021-01,38928,0.002380739,0.000188971,0.037764508
AFG,2021-02,38928,0.000734834,3.94679E-05,0.041741897
AFG,2021-03,38928,0.000532903,2.98452E-05,0.041347633
AFG,2021-04,38928,0.002480648,0.000110543,0.047716297
AFG,2021-05,38928,0.008329687,0.000236355,0.07396865
AFG,2021-06,38928,0.038558364,0.001520786,0.095797369
AFG,2021-07,38928,0.025847553,0.001586885,0.083537184
AFG,2021-08,38928,0.00621992,0.000441746,0.042675146
AFG,2021-09,38928,0.001765653,8.48167E-05,0.008090149
AFG,2021-10,38928,0.000913992,5.55516E-05,0.01036819
AFG,2021-11,38928,0.000885379,3.25533E-05,0.015214413
AFG,2021-12,38928,0.000671076,3.89645E-05,0.024207636
AFG,2022-01,38928,0.002800024,3.97935E-05,0.029632871
AFG,2022-02,38928,0.010827682,0.000162518,0.03071146
AFG,2022-03,38928,0.003661847,6.79516E-05,0.025675192
AFG,2022-04,38928,0.00104531,2.17462E-05,0.021813447
AGO,2020-01,32866,0,0,0
AGO,2020-02,32866,0,0,0
AGO,2020-03,32866,3.92258E-06,0,0.000238487
AGO,2020-04,32866,2.23033E-05,0,0.003610621
AGO,2020-05,32866,4.71097E-05,0,0.004419706
AGO,2020-06,32866,0.00017052,2.02667E-06,0.014910039
AGO,2020-07,32866,0.000763618,3.53226E-05,0.03337207
AGO,2020-08,32866,0.001429061,0.0000599,0.01244349
AGO,2020-09,32866,0.002290107,0.00006392,0.005689771
AGO,2020-10,32866,0.005254965,0.000104145,0.063926246
AGO,2020-11,32866,0.004955476,6.79733E-05,0.057442341
AGO,2020-12,32866,0.002287883,6.08774E-05,0.105161133
AGO,2021-01,32866,0.002304568,6.0871E-05,0.045420014
AGO,2021-02,32866,0.001120365,4.12893E-05,0.037851753
AGO,2021-03,32866,0.00137117,0.0000304,0.03791839
AGO,2021-04,32866,0.00396864,0.00005478,0.067872573
AGO,2021-05,32866,0.007696943,0.000163048,0.084906846
AGO,2021-06,32866,0.004749589,0.00013703,0.061838983
AGO,2021-07,32866,0.003685542,0.000106155,0.160185151
AGO,2021-08,32866,0.004673915,0.000194355,0.096805602
AGO,2021-09,32866,0.008645206,0.000320467,0.088310108
AGO,2021-10,32866,0.008474293,0.000191471,0.114709191
AGO,2021-11,32866,0.000937125,2.53533E-05,0.073622183
AGO,2021-12,32866,0.010578605,2.06129E-05,0.082828023
AGO,2022-01,32866,0.021623484,0.000135471,0.105085558
AGO,2022-02,32866,0.0008291,1.08571E-06,0.056830333
AGO,2022-03,32866,0.000416226,0,0.069350029
AGO,2022-04,32866,0.000159231,0,0.020292189
ALB,2020-01,2878,0,0,0
ALB,2020-02,2878,0,0,0
ALB,2020-03,2878,0.002208062,7.83548E-05,0
ALB,2020-04,2878,0.006219597,0.0001388,0.081005328
ALB,2020-05,2878,0.003788473,2.23871E-05,0.088098814
ALB,2020-06,2878,0.014547139,0.000196733,0.121438499
ALB,2020-07,2878,0.029713735,0.001042405,0.154867852
ALB,2020-08,2878,0.046885158,0.001412271,0.232195297
ALB,2020-09,2878,0.04764883,0.001227717,0.291533472
ALB,2020-10,2878,0.075668587,0.001277774,0.371920465
ALB,2020-11,2878,0.187792448,0.003231411,0.755883716
ALB,2020-12,2878,0.229684593,0.00433769,0.795467282
ALB,2021-01,2878,0.209924006,0.002129615,1.037548477
ALB,2021-02,2878,0.357415864,0.004777623,1.241052814
ALB,2021-03,2878,0.221323051,0.005267995,1.056008877
ALB,2021-04,2878,0.078005559,0.002015288,0.929684966
ALB,2021-05,2878,0.01719384,0.000739687,0.966789213
ALB,2021-06,2878,0.002687051,0.0000347,0.965693769
ALB,2021-07,2878,0.005099868,0,1.051895357
ALB,2021-08,2878,0.122744289,0.000369851,1.645923468
ALB,2021-09,2878,0.283078527,0.001945796,1.769608524
ALB,2021-10,2878,0.172532449,0.002757291,1.200912372
ALB,2021-11,2878,0.17691684,0.002084781,1.052837619
ALB,2021-12,2878,0.105931538,0.001356229,0.914512766
ALB,2022-01,2878,0.505469748,0.001367449,2.008809881
ALB,2022-02,2878,0.217214335,0.001625633,1.094038519
ALB,2022-03,2878,0.027012486,0.000324934,0.425497097
ALB,2022-04,2878,0.019404501,0,0.314828674
AND,2020-01,77,0,0,0
AND,2020-02,77,0,0,0
AND,2020-03,77,0.122329284,0.001675744,0
AND,2020-04,77,0.193506494,0.015584416,0
AND,2020-05,77,0.007959782,0.003351487,0
AND,2020-06,77,0.038961039,0,0
AND,2020-07,77,0.023041475,0,0
AND,2020-08,77,0.085462924,0,0
AND,2020-09,77,0.335930736,0,0
AND,2020-10,77,1.079178886,0.008378718,0
AND,2020-11,77,0.909523809,0.0004329,0
AND,2020-12,77,0.550900712,0.000418936,0
AND,2021-01,77,0.787599497,0.007540846,46.78215333
AND,2021-02,77,0.474953618,0.003710575,6.249072356
AND,2021-03,77,0.44072057,0,4.909928781
AND,2021-04,77,0.552813853,0.002164502,5.751515152
AND,2021-05,77,0.237117721,0,4.301214914
AND,2021-06,77,0.085281385,0,2.328571429
AND,2021-07,77,0.300795979,0,2.737746125
AND,2021-08,77,0.1738584,0,2.627984918
AND,2021-09,77,0.069264069,0,2.102597403
AND,2021-10,77,0.12274822,0,2.839547549
AND,2021-11,77,0.532034632,0,4.462337662
AND,2021-12,77,2.456640134,0.002513615,15.36237956
AND,2022-01,77,5.348135735,0,11.40217847
AND,2022-02,77,1.211966605,0,2.244897959
AND,2022-03,77,0.772936741,0,0.07875995
AND,2022-04,77,0.528471528,0,0
ARE,2020-01,9890,0.0000303,0,0
ARE,2020-02,9890,4.17931E-05,0,0
ARE,2020-03,9890,0.001526451,3.25806E-06,1.122212075
ARE,2020-04,9890,0.035008426,0.000279633,2.354681496
ARE,2020-05,9890,0.070569816,0.000560875,3.506037379
ARE,2020-06,9890,0.050188743,0.000185167,3.460475228
ARE,2020-07,9890,0.039652304,0.000114032,4.121572785
ARE,2020-08,9890,0.030493493,0.000120548,5.26527284
ARE,2020-09,9890,0.075695989,0.0001212,10.06076171
ARE,2020-10,9890,0.122515411,0.000234581,10.37687139
ARE,2020-11,9890,0.122244692,0.0002828,13.9468453
ARE,2020-12,9890,0.124485469,0.000309516,13.97860661
ARE,2021-01,9890,0.291956685,0.00053171,14.94885352
ARE,2021-02,9890,0.321663296,0.001300014,17.51958688
ARE,2021-03,9890,0.238527023,0.000978641,22.3542092
ARE,2021-04,9890,0.200293225,0.000319867,22.09216043
ARE,2021-05,9890,0.1652337,0.000312774,20.24040902
ARE,2021-06,9890,0.207738456,0.0004279,24.34690259
ARE,2021-07,9890,0.161280537,0.000456613,26.57820868
ARE,2021-08,9890,0.127649304,0.000332323,28.52177827
ARE,2021-09,9890,0.066632963,0.0001818,31.19492754
ARE,2021-10,9890,0.014638442,0.000146613,30.58057993
ARE,2021-11,9890,0.007418268,2.69333E-05,27.79521402
ARE,2021-12,9890,0.044032747,2.60645E-05,32.11834698
ARE,2022-01,9890,0.270083825,0.000234581,42.87004142
ARE,2022-02,9890,0.143936877,0.000223643,45.93920627
ARE,2022-03,9890,0.040366613,3.25806E-06,35.16513259
ARE,2022-04,9890,0.026086956,0,26.29537995
ARG,2020-01,45196,0,0,0
ARG,2020-02,45196,0,0,0
ARG,2020-03,45196,0.000488922,9.99355E-06,0.002787857
ARG,2020-04,45196,0.002459657,0.000138013,0.035228044
ARG,2020-05,45196,0.007632705,0.000219839,0.066787241
ARG,2020-06,45196,0.031517538,0.000520067,0.134256719
ARG,2020-07,45196,0.083117547,0.001413903,0.239550888
ARG,2020-08,45196,0.154190065,0.003552984,0.380017215
ARG,2020-09,45196,0.238594123,0.00565168,0.526340089
ARG,2020-10,45196,0.297105225,0.010135781,0.7110221
ARG,2020-11,45196,0.203102782,0.005962917,0.653383043
ARG,2020-12,45196,0.135879139,0.003367412,0.66895015
ARG,2021-01,45196,0.220057299,0.003378832,0.953087484
ARG,2021-02,45196,0.147867858,0.003287269,0.984736323
ARG,2021-03,45196,0.157738767,0.002672946,0.992313051
ARG,2021-04,45196,0.439299201,0.005244564,1.609571644
ARG,2021-05,45196,0.559708396,0.009994461,1.987204834
ARG,2021-06,45196,0.529239313,0.01193616,2.041469747
ARG,2021-07,45196,0.342937856,0.00856556,1.930688271
ARG,2021-08,45196,0.200417394,0.004694963,1.952777009
ARG,2021-09,45196,0.060342361,0.002669853,1.33298227
ARG,2021-10,45196,0.023725337,0.000665228,0.935036358
ARG,2021-11,45196,0.029243738,0.0004523,0.820115349
ARG,2021-12,45196,0.147555878,0.000409677,1.143396218
ARG,2022-01,45196,1.932596804,0.002467347,3.290876441
ARG,2022-02,45196,0.508361992,0.004257646,1.445110503
ARG,2022-03,45196,0.104757344,0.00143174,0.825670413
ARG,2022-04,45196,0.039884401,0.000471692,0.522427104
ARM,2020-01,2963,0,0,0
ARM,2020-02,2963,0,0,0
ARM,2020-03,2963,0.004213238,0,0.024136392
ARM,2020-04,2963,0.01603105,0.000325767,0.185116436
ARM,2020-05,2963,0.06949147,0.00084896,0.393432985
ARM,2020-06,2963,0.175610305,0.003476207,0.583293959
ARM,2020-07,2963,0.151404962,0.003298749,0.572022688
ARM,2020-08,2963,0.062012128,0.001654818,0.464862334
ARM,2020-09,2963,0.06643042,0.00093374,0.910496119
ARM,2020-10,2963,0.368251445,0.003244314,1.18451221
ARM,2020-11,2963,0.548543143,0.009416132,1.241759478
ARM,2020-12,2963,0.2848791,0.007555551,0.94866798
ARM,2021-01,2963,0.092691583,0.003102784,0.58738419
ARM,2021-02,2963,0.056217154,0.001398197,0.894954438
ARM,2021-03,2963,0.205132113,0.003102784,1.315634764
ARM,2021-04,2963,0.272460344,0.006648667,1.492653842
ARM,2021-05,2963,0.088706956,0.003973741,1.134987426
ARM,2021-06,2963,0.026347171,0.001012441,1.117099786
ARM,2021-07,2963,0.049982036,0.000990715,1.608461346
ARM,2021-08,2963,0.123414586,0.002275375,2.188420629
ARM,2021-09,2963,0.206986163,0.005118686,2.095792553
ARM,2021-10,2963,0.471133224,0.010081326,2.667196499
ARM,2021-11,2963,0.392653842,0.014478569,2.84643942
ARM,2021-12,2963,0.079921178,0.005236628,2.84643942
ARM,2022-01,2963,0.179471547,0.000957942,2.597977203
ARM,2022-02,2963,0.692191794,0.004507979,2.120040017
ARM,2022-03,2963,0.04258979,0.002133798,0.928200494
ARM,2022-04,2963,0.005218204,0.000233308,0.766478881
ATA,2020-01,0,0,0,0
ATA,2020-02,0,0,0,0
ATA,2020-03,0,0,0,0
ATA,2020-04,0,0,0,0
ATA,2020-05,0,0,0,0
ATA,2020-06,0,0,0,0
ATA,2020-07,0,0,0,0
ATA,2020-08,0,0,0,0
ATA,2020-09,0,0,0,0
ATA,2020-10,0,0,0,0
ATA,2020-11,0,0,0,0
ATA,2020-12,0,0,0,0
ATA,2021-01,0,0,0,0
ATA,2021-02,0,0,0,0
ATA,2021-03,0,0,0,0
ATA,2021-04,0,0,0,0
ATA,2021-05,0,0,0,0
ATA,2021-06,0,0,0,0
ATA,2021-07,0,0,0,0
ATA,2021-08,0,0,0,0
ATA,2021-09,0,0,0,0
ATA,2021-10,0,0,0,0
ATA,2021-11,0,0,0,0
ATA,2021-12,0,0,0,0
ATA,2022-01,0,0,0,0
ATA,2022-02,0,0,0,0
ATA,2022-03,0,0,0,0
ATA,2022-04,0,0,0,0
ATG,2020-01,98,0,0,0
ATG,2020-02,98,0,0,0
ATG,2020-03,98,0.001974984,0,0
ATG,2020-04,98,0.006122449,0,0.152380953
ATG,2020-05,98,0,0,0.204081633
ATG,2020-06,98,0.012244898,0,0.204081633
ATG,2020-07,98,0.008558262,0,0.204081633
ATG,2020-08,98,0.001316656,0,0.204081633
ATG,2020-09,98,0.001360544,0,0.204081633
ATG,2020-10,98,0.008887426,0,0.204081633
ATG,2020-11,98,0.004081633,0,0.204081633
ATG,2020-12,98,0.005266623,0,0.456550362
ATG,2021-01,98,0.019091508,0,0.875246873
ATG,2021-02,98,0.168731778,0.002186589,1.250364431
ATG,2021-03,98,0.147465438,0.004937459,0.695523371
ATG,2021-04,98,0.035034014,0,0.346938776
ATG,2021-05,98,0.010533246,0.002304148,0.346938776
ATG,2021-06,98,0.00170068,0,0.115646259
ATG,2021-07,98,0.007899934,0,0
ATG,2021-08,98,0.115536537,0,0
ATG,2021-09,98,0.467687075,0.006802721,0
ATG,2021-10,98,0.336734694,0.011191574,0
ATG,2021-11,98,0.033333334,0.002380952,0
ATG,2021-12,98,0.038841343,0,0
ATG,2022-01,98,0.727781435,0.001974984,0
ATG,2022-02,98,0.349854227,0.003279884,0
ATG,2022-03,98,0.019749835,0,0
ATG,2022-04,98,0.022762951,0,0
AUS,2020-01,25500,0.00001568,0,0
AUS,2020-02,25500,1.21655E-05,0,0
AUS,2020-03,25500,0.004470559,1.26452E-05,0.261948134
AUS,2020-04,25500,0.0041464,9.55067E-05,0.411613072
AUS,2020-05,25500,0.000559097,1.64387E-05,1.058593295
AUS,2020-06,25500,0.000712409,0,1.262856209
AUS,2020-07,25500,0.0102568,9.11419E-05,2.174623656
AUS,2020-08,25500,0.012301075,0.000536258,2.514454143
AUS,2020-09,25500,0.001972504,0.000359467,1.968615686
AUS,2020-10,25500,0.000657774,3.67226E-05,1.410991777
AUS,2020-11,25500,0.0004196,0,1.629036601
AUS,2020-12,25500,0.000600788,0,1.680399747
AUS,2021-01,25500,0.000556581,0,2.052681847
AUS,2021-02,25500,0.000218357,0,1.876987395
AUS,2021-03,25500,0.000409903,0,1.546888046
AUS,2021-04,25500,0.00060792,0,1.617784314
AUS,2021-05,25500,0.00043771,0,1.85739532
AUS,2021-06,25500,0.000585576,0,2.834938562
AUS,2021-07,25500,0.00402277,1.39097E-05,5.296713472
AUS,2021-08,25500,0.022308665,0.000101342,8.122995572
AUS,2021-09,25500,0.065152941,0.0003451,8.249287582
AUS,2021-10,25500,0.08371537,0.000556548,7.134061986
AUS,2021-11,25500,0.052871895,0.000379233,6.01596732
AUS,2021-12,25500,0.180819734,0.000278484,8.455074004
AUS,2022-01,25500,2.727889943,0.001733066,8.255281467
AUS,2022-02,25500,1.056228291,0.002152661,3.631106443
AUS,2022-03,25500,1.547397849,0.001029723,3.644918406
AUS,2022-04,25500,2.171677225,0.001978854,4.492301659
AUT,2020-01,9006,0,0,0
AUT,2020-02,9006,3.82759E-06,0,0
AUT,2020-03,9006,0.029159743,0.000268591,0.15146175
AUT,2020-04,9006,0.026389814,0.001783985,0.707850322
AUT,2020-05,9006,0.00484265,0.000365226,0.69073306
AUT,2020-06,9006,0.003590199,0.0001702,0.626474943
AUT,2020-07,9006,0.011157436,4.65484E-05,0.957813071
AUT,2020-08,9006,0.021125701,7.87742E-05,1.012536445
AUT,2020-09,9006,0.05997113,0.0002072,1.525331261
AUT,2020-10,9006,0.173164127,0.000909638,2.139903147
AUT,2020-11,9006,0.661962395,0.006865793,3.198330743
AUT,2020-12,9006,0.301333161,0.011075054,2.674625519
AUT,2021-01,9006,0.200690579,0.005806165,19.0707557
AUT,2021-02,9006,0.169141208,0.003505599,20.22866502
AUT,2021-03,9006,0.299581641,0.0027616,29.71833115
AUT,2021-04,9006,0.28209712,0.003238582,32.07166334
AUT,2021-05,9006,0.110750539,0.001615348,32.92061207
AUT,2021-06,9006,0.024465171,0.0004588,50.64508476
AUT,2021-07,9006,0.026287135,0.000132484,40.71611399
AUT,2021-08,9006,0.096208263,0.000161129,36.77769659
AUT,2021-09,9006,0.196457917,0.000795603,38.53291139
AUT,2021-10,9006,0.277198713,0.001196262,36.34376007
AUT,2021-11,9006,1.168032423,0.003790066,48.86493449
AUT,2021-12,9006,0.498484881,0.004788922,44.47338334
AUT,2022-01,9006,1.753347231,0.0013969,66.09249748
AUT,2022-02,9006,3.352169982,0.002633165,70.79228134
AUT,2022-03,9006,4.085921214,0.003592587,57.48442615
AUT,2022-04,9006,2.04698577,0.004262116,43.15645125
AZE,2020-01,10139,0,0,0
AZE,2020-02,10139,0,0,0
AZE,2020-03,10139,0.000598137,3.18065E-06,0
AZE,2020-04,10139,0.004924877,5.58733E-05,0.393500345
AZE,2020-05,10139,0.009955171,0.000120813,0.498223086
AZE,2020-06,10139,0.036446724,0.0004408,0.581605681
AZE,2020-07,10139,0.047411942,0.000747484,0.756217608
AZE,2020-08,10139,0.016534684,0.000305348,0.650299546
AZE,2020-09,10139,0.013051912,0.00019372,0.641608311
AZE,2020-10,10139,0.039321178,0.00035629,0.703075636
AZE,2020-11,10139,0.189887234,0.00194627,1.188171089
AZE,2020-12,10139,0.335173349,0.00394198,1.53218966
AZE,2021-01,10139,0.045407545,0.001845297,0.710456907
AZE,2021-02,10139,0.014519606,0.000348857,0.669966044
AZE,2021-03,10139,0.070841115,0.000887704,0.830093952
AZE,2021-04,10139,0.194558964,0.00308709,1.214705592
AZE,2021-05,10139,0.057933435,0.001485761,0.910775702
AZE,2021-06,10139,0.007748956,0.000239967,0.769549923
AZE,2021-07,10139,0.01952219,0.000136748,0.877400902
AZE,2021-08,10139,0.227794941,0.001584469,1.301165414
AZE,2021-09,10139,0.222684683,0.003146267,1.370250189
AZE,2021-10,10139,0.137810244,0.001663968,1.043209071
AZE,2021-11,10139,0.19448006,0.002600519,1.152171483
AZE,2021-12,10139,0.100732082,0.001705328,1.040797432
AZE,2022-01,10139,0.10255831,0.00115165,0.909557155
AZE,2022-02,10139,0.473923182,0.002349485,1.443943472
AZE,2022-03,10139,0.030396839,0.001062731,0.505130302
AZE,2022-04,10139,0.003436843,0.000144077,0.407595955
BDI,2020-01,11891,0,0,0
BDI,2020-02,11891,0,0,0
BDI,2020-03,11891,0,0,0
BDI,2020-04,11891,1.96233E-05,0,0
BDI,2020-05,11891,0.000111123,0,0.001757907
BDI,2020-06,11891,0.000313833,0,0.004353433
BDI,2020-07,11891,0.000588694,0,0.030833837
BDI,2020-08,11891,0.000157194,0,0.02702776
BDI,2020-09,11891,0.00016243,0,0.03855577
BDI,2020-10,11891,0.000197832,0,0.031886409
BDI,2020-11,11891,0.000327733,0,0.031452359
BDI,2020-12,11891,0.000333423,0,0.059996582
BDI,2021-01,11891,0.002056244,0,0.046923534
BDI,2021-02,11891,0.001645903,0,0.040955344
BDI,2021-03,11891,0.001643965,0,0.209969047
BDI,2021-04,11891,0.003316234,0,0.228458498
BDI,2021-05,11891,0.002088866,0,0.098947157
BDI,2021-06,11891,0.001976285,0,0.072273148
BDI,2021-07,11891,0.003621606,0,0.185906392
BDI,2021-08,11891,0.013859764,7.5871E-05,0.32589299
BDI,2021-09,11891,0.014173184,0,0.578084265
BDI,2021-10,11891,0.008474829,0,0.283065805
BDI,2021-11,11891,0.001076501,0,0.142872761
BDI,2021-12,11891,0.015471201,0,0.462548254
BDI,2022-01,11891,0.03033468,0,0.780386902
BDI,2022-02,11891,0.002369737,0,0.175396759
BDI,2022-03,11891,0.001106868,0,0.141522051
BDI,2022-04,11891,0.00133907,0,0.114760355
BEL,2020-01,11590,0,0,0
BEL,2020-02,11590,0,0,0
BEL,2020-03,11590,0.025082823,0.001068804,0.131528849
BEL,2020-04,11590,0.108075928,0.01957147,0.521774518
BEL,2020-05,11590,0.031300621,0.006137104,1.208745025
BEL,2020-06,11590,0.009626115,0.000974945,0.761236698
BEL,2020-07,11590,0.016154082,0.000278494,0.775287372
BEL,2020-08,11590,0.04725709,0.000492677,2.799201202
BEL,2020-09,11590,0.086218004,0.0002906,2.548996261
BEL,2020-10,11590,0.718302764,0.003342708,4.603284255
BEL,2020-11,11590,0.570834052,0.014754098,3.031714121
BEL,2020-12,11590,0.195827883,0.00826352,2.76182471
BEL,2021-01,11590,0.171237719,0.004678672,12.35917782
BEL,2021-02,11590,0.188783434,0.003192407,3.758603476
BEL,2021-03,11590,0.293762699,0.00250494,4.48768126
BEL,2021-04,11590,0.319237849,0.003451251,4.090693126
BEL,2021-05,11590,0.214061065,0.002251663,4.075139859
BEL,2021-06,11590,0.075084843,0.000716194,3.632366983
BEL,2021-07,11590,0.103838125,0.000200629,5.450814106
BEL,2021-08,11590,0.161524117,0.000370194,4.206933118
BEL,2021-09,11590,0.171601956,0.000598167,3.813431119
BEL,2021-10,11590,0.306640875,0.001068852,4.607698516
BEL,2021-11,11590,1.035608283,0.002594187,7.911593328
BEL,2021-12,11590,0.995376994,0.003829775,7.61204598
BEL,2022-01,11590,2.658301094,0.00196777,7.897280748
BEL,2022-02,11590,1.597226673,0.003583755,5.377495994
BEL,2022-03,11590,0.732770186,0.001736759,3.118408528
BEL,2022-04,11590,0.839271255,0.001997744,3.120919891
BEN,2020-01,12123,0,0,0
BEN,2020-02,12123,0,0,0
BEN,2020-03,12123,1.8629E-05,0,0
BEN,2020-04,12123,0.0001456,0,0
BEN,2020-05,12123,0.000981741,0,0.036568612
BEN,2020-06,12123,0.00240304,0.000033,0.014449119
BEN,2020-07,12123,0.0018227,5.58871E-05,0.083661289
BEN,2020-08,12123,0.000973742,0,0.086423301
BEN,2020-09,12123,0.000538767,0,0.205444197
BEN,2020-10,12123,0.00072371,0,0.198292768
BEN,2020-11,12123,0.001003596,0,0.246580879
BEN,2020-12,12123,0.000662382,0,0.17216009
BEN,2021-01,12123,0.00145811,2.66129E-06,0.061469401
BEN,2021-02,12123,0.004931594,5.89286E-05,0.212297168
BEN,2021-03,12123,0.004419751,5.58871E-05,0.280934933
BEN,2021-04,12123,0.001825731,0.00000275,0.04569276
BEN,2021-05,12123,0.000768862,0,0
BEN,2021-06,12123,0.000324367,0,0
BEN,2021-07,12123,0.000476266,0,0
BEN,2021-08,12123,0.012655242,3.99194E-05,0
BEN,2021-09,12123,0.027784652,0.0000825,0
BEN,2021-10,12123,0.004007312,1.33065E-05,0
BEN,2021-11,12123,0.000341,0,0
BEN,2021-12,12123,0.000223452,0,0
BEN,2022-01,12123,0.00397006,0,0
BEN,2022-02,12123,0.00040942,0,0
BEN,2022-03,12123,0.001024448,0,0
BEN,2022-04,12123,0,0,0
BFA,2020-01,20903,0,0,0
BFA,2020-02,20903,0,0,0
BFA,2020-03,20903,0.000307107,1.38774E-05,4.16671E-05
BFA,2020-04,20903,0.000691992,0.00005419,0.000349177
BFA,2020-05,20903,0.000320935,1.23355E-05,0.006598837
BFA,2020-06,20903,0.000165853,0,0.00709627
BFA,2020-07,20903,0.000242142,0,0.012256305
BFA,2020-08,20903,0.000390484,0,0.020676149
BFA,2020-09,20903,0.001036616,0,0.025104849
BFA,2020-10,20903,0.000723799,1.07935E-05,0.020850534
BFA,2020-11,20903,0.000542167,0,0.015900429
BFA,2020-12,20903,0.005569505,1.85032E-05,0.040938714
BFA,2021-01,20903,0.006080313,6.0171E-05,0.048375523
BFA,2021-02,20903,0.002655121,3.92821E-05,0.044955953
BFA,2021-03,20903,0.001177486,1.54194E-06,0.023916925
BFA,2021-04,20903,0.000948799,1.27467E-05,0.019054681
BFA,2021-05,20903,0.000234761,1.07935E-05,0.014444601
BFA,2021-06,20903,8.14067E-05,0,0.017460014
BFA,2021-07,20903,0.000126519,0,0.01682117
BFA,2021-08,20903,0.000307129,0,0.023926184
BFA,2021-09,20903,0.000676249,0.00001434,0.028345214
BFA,2021-10,20903,0.000947557,5.39968E-05,0.018847426
BFA,2021-11,20903,0.001384172,0.00009243,0.019266772
BFA,2021-12,20903,0.002643547,7.26645E-05,0.042985032
BFA,2022-01,20903,0.004964561,7.25516E-05,0.016691538
BFA,2022-02,20903,0.000268157,0.0000188,0.018457706
BFA,2022-03,20903,0.00014669,1.07935E-05,0.008321078
BFA,2022-04,20903,6.61846E-05,0,0
BGD,2020-01,164689,0,0,0
BGD,2020-02,164689,0,0,0
BGD,2020-03,164689,8.61097E-06,7.83226E-07,0.00021071
BGD,2020-04,164689,0.001211974,2.95413E-05,0.010140132
BGD,2020-05,164689,0.00680814,8.1929E-05,0.04444232
BGD,2020-06,164689,0.018887519,0.000230567,0.088671375
BGD,2020-07,164689,0.018635908,0.000254032,0.082593212
BGD,2020-08,164689,0.015141345,0.000228226,0.073253027
BGD,2020-09,164689,0.010679321,0.000201533,0.080674686
BGD,2020-10,164689,0.008598612,0.000138032,0.076088479
BGD,2020-11,164689,0.011181075,0.000139333,0.086673467
BGD,2020-12,164689,0.010146593,0.000182968,0.088641759
BGD,2021-01,164689,0.004621614,0.000118148,0.084865531
BGD,2021-02,164689,0.002409737,6.52714E-05,0.08436963
BGD,2021-03,164689,0.010167355,0.00010381,0.115528996
BGD,2021-04,164689,0.031243131,0.000466133,0.160408609
BGD,2021-05,164689,0.008822102,0.000255161,0.10121443
BGD,2021-06,164689,0.019192336,0.000335233,0.123228226
BGD,2021-07,164689,0.062352128,0.001140353,0.214760608
BGD,2021-08,164689,0.054891537,0.001159772,0.24214066
BGD,2021-09,164689,0.01274989,0.000307633,0.157717476
BGD,2021-10,164689,0.003162363,7.97613E-05,0.124278234
BGD,2021-11,164689,0.001374105,2.59133E-05,0.113742266
BGD,2021-12,164689,0.001672165,1.78087E-05,0.11995513
BGD,2022-01,164689,0.034304346,4.91452E-05,0.18357377
BGD,2022-02,164689,0.039308073,0.000151182,0.214103119
BGD,2022-03,164689,0.002120876,2.07571E-05,0.086658157
BGD,2022-04,164689,0.000325077,1.86769E-06,0.040630895
BGR,2020-01,6948,0,0,0
BGR,2020-02,6948,0,0,0
BGR,2020-03,6948,0.001485724,1.85806E-05,0.045285717
BGR,2020-04,6948,0.004965458,0.0002592,0.084849357
BGR,2020-05,6948,0.005181347,0.000348387,0.234720597
BGR,2020-06,6948,0.010276338,0.0003936,0.266268471
BGR,2020-07,6948,0.029319182,0.00065958,0.519471837
BGR,2020-08,6948,0.023501774,0.001123582,0.676941148
BGR,2020-09,6948,0.019996162,0.000959708,0.595164076
BGR,2020-10,6948,0.117467083,0.001815343,0.806637324
BGR,2020-11,6948,0.445691806,0.011677221,1.255747457
BGR,2020-12,6948,0.281561647,0.017034375,0.864690698
BGR,2021-01,6948,0.085687225,0.007748807,1.021584304
BGR,2021-02,6948,0.133794926,0.005649108,1.391844519
BGR,2021-03,6948,0.406410756,0.0127073,1.987120917
BGR,2021-04,6948,0.334719824,0.016066974,1.97169929
BGR,2021-05,6948,0.079646963,0.006913106,1.525618883
BGR,2021-06,6948,0.017472654,0.001885518,1.655416427
BGR,2021-07,6948,0.012749085,0.000784816,1.94326982
BGR,2021-08,6948,0.124073765,0.00244683,2.672869426
BGR,2021-09,6948,0.215716753,0.009115333,2.861235847
BGR,2021-10,6948,0.442838041,0.014211562,3.20524356
BGR,2021-11,6948,0.466340434,0.021056419,5.000023988
BGR,2021-12,6948,0.234548814,0.012238379,4.050968485
BGR,2022-01,6948,0.884227534,0.010924471,3.800949914
BGR,2022-02,6948,0.798955506,0.012012707,3.857990994
BGR,2022-03,6948,0.233527402,0.004939922,3.018246142
BGR,2022-04,6948,0.116314601,0.002612816,1.462413091
BHR,2020-01,1702,0,0,0
BHR,2020-02,1702,0.000486243,0,0
BHR,2020-03,1702,0.008756302,0,0.569387059
BHR,2020-04,1702,0.044281238,0,1.699569134
