unit,timee,pop,cap_new_cases,cap_new_deaths,cap_new_tests
AFG,2020-01,38928,0,0,0
AFG,2020-02,38928,0.00000531724137931034482758620689655172,0,0
AFG,2020-03,38928,0.00008952580645161290322580645161290323,0.00000082903225806451612903225806451613,0.00085843916129032258064516129032258065
AFG,2020-04,38928,0.00124420383333333333333333333333333333,0.00004026333333333333333333333333333333,0.0067937387
AFG,2020-05,38928,0.00961576703225806451612903225806451613,0.00015663548387096774193548387096774194,0.02118385638709677419354838709677419355
AFG,2020-06,38928,0.01501318686666666666666666666666666667,0.0003964,0.03037659266666666666666666666666666667
AFG,2020-07,38928,0.00474987732258064516129032258064516129,0.00046983870967741935483870967741935484,0.01446922690322580645161290322580645161
AFG,2020-08,38928,0.00148250474193548387096774193548387097,0.00011023870967741935483870967741935484,0.012163067
AFG,2020-09,38928,0.00093420216666666666666666666666666667,0.00004540333333333333333333333333333333,0.00693245646666666666666666666666666667
AFG,2020-10,38928,0.00144268674193548387096774193548387097,0.00005556451612903225806451612903225806,0.00882605445161290322580645161290322581
AFG,2020-11,38928,0.00393547053333333333333333333333333333,0.00017902333333333333333333333333333333,0.02066036443333333333333333333333333333
AFG,2020-12,38928,0.00527193296774193548387096774193548387,0.00036129032258064516129032258064516129,0.04609005206451612903225806451612903226
AFG,2021-01,38928,0.00238073929032258064516129032258064516,0.00018897096774193548387096774193548387,0.03776450796774193548387096774193548387
AFG,2021-02,38928,0.00073483446428571428571428571428571429,0.00003946785714285714285714285714285714,0.04174189721428571428571428571428571429
AFG,2021-03,38928,0.0005329032258064516129032258064516129,0.00002984516129032258064516129032258065,0.04134763293548387096774193548387096774
AFG,2021-04,38928,0.00248064803333333333333333333333333333,0.00011054333333333333333333333333333333,0.0477162969
AFG,2021-05,38928,0.00832968729032258064516129032258064516,0.00023635483870967741935483870967741935,0.07396864987096774193548387096774193548
AFG,2021-06,38928,0.03855836423333333333333333333333333333,0.0015207856,0.09579736926666666666666666666666666667
AFG,2021-07,38928,0.02584755316129032258064516129032258065,0.00158688503225806451612903225806451613,0.08353718354838709677419354838709677419
AFG,2021-08,38928,0.00621991970967741935483870967741935484,0.00044174583870967741935483870967741935,0.04267514551612903225806451612903225806
AFG,2021-09,38928,0.0017656529,0.00008481666666666666666666666666666667,0.00809014933333333333333333333333333333
AFG,2021-10,38928,0.00091399187096774193548387096774193548,0.00005555161290322580645161290322580645,0.01036819009677419354838709677419354839
AFG,2021-11,38928,0.00088537926666666666666666666666666667,0.00003255333333333333333333333333333333,0.0152144129
AFG,2021-12,38928,0.00067107603225806451612903225806451613,0.00003896451612903225806451612903225806,0.02420763554838709677419354838709677419
AFG,2022-01,38928,0.00280002412903225806451612903225806452,0.00003979354838709677419354838709677419,0.02963287058064516129032258064516129032
AFG,2022-02,38928,0.01082768189285714285714285714285714286,0.00016251785714285714285714285714285714,0.03071146
AFG,2022-03,38928,0.00366184709677419354838709677419354839,0.00006795161290322580645161290322580645,0.02567519196774193548387096774193548387
AFG,2022-04,38928,0.00104530953846153846153846153846153846,0.00002174615384615384615384615384615385,0.02181344653846153846153846153846153846
AGO,2020-01,32866,0,0,0
AGO,2020-02,32866,0,0,0
AGO,2020-03,32866,0.00000392258064516129032258064516129032,0,0.00023848661290322580645161290322580645
AGO,2020-04,32866,0.00002230333333333333333333333333333333,0,0.00361062053333333333333333333333333333
AGO,2020-05,32866,0.00004710967741935483870967741935483871,0,0.004419706
AGO,2020-06,32866,0.00017052,0.00000202666666666666666666666666666667,0.0149100387
AGO,2020-07,32866,0.00076361767741935483870967741935483871,0.00003532258064516129032258064516129032,0.03337206993548387096774193548387096774
AGO,2020-08,32866,0.00142906054838709677419354838709677419,0.0000599,0.01244349003225806451612903225806451613
AGO,2020-09,32866,0.00229010733333333333333333333333333333,0.00006392,0.005689771
AGO,2020-10,32866,0.00525496496774193548387096774193548387,0.00010414516129032258064516129032258065,0.06392624587096774193548387096774193548
AGO,2020-11,32866,0.00495547583333333333333333333333333333,0.00006797333333333333333333333333333333,0.05744234143333333333333333333333333333
AGO,2020-12,32866,0.00228788258064516129032258064516129032,0.00006087741935483870967741935483870968,0.1051611332258064516129032258064516129
AGO,2021-01,32866,0.00230456812903225806451612903225806452,0.00006087096774193548387096774193548387,0.04542001448387096774193548387096774194
AGO,2021-02,32866,0.00112036510714285714285714285714285714,0.00004128928571428571428571428571428571,0.03785175285714285714285714285714285714
AGO,2021-03,32866,0.00137117038709677419354838709677419355,0.0000304,0.03791839009677419354838709677419354839
AGO,2021-04,32866,0.00396864033333333333333333333333333333,0.00005478,0.0678725734
AGO,2021-05,32866,0.00769694345161290322580645161290322581,0.00016304838709677419354838709677419355,0.08490684561290322580645161290322580645
AGO,2021-06,32866,0.00474958926666666666666666666666666667,0.00013703,0.0618389826
AGO,2021-07,32866,0.00368554229032258064516129032258064516,0.00010615483870967741935483870967741935,0.16018515083870967741935483870967741935
AGO,2021-08,32866,0.00467391538709677419354838709677419355,0.00019435483870967741935483870967741935,0.09680560170967741935483870967741935484
AGO,2021-09,32866,0.00864520576666666666666666666666666667,0.00032046666666666666666666666666666667,0.08831010766666666666666666666666666667
AGO,2021-10,32866,0.00847429348387096774193548387096774194,0.00019147096774193548387096774193548387,0.11470919064516129032258064516129032258
AGO,2021-11,32866,0.00093712493333333333333333333333333333,0.00002535333333333333333333333333333333,0.07362218296666666666666666666666666667
AGO,2021-12,32866,0.0105786052258064516129032258064516129,0.00002061290322580645161290322580645161,0.08282802306451612903225806451612903226
